title,date,description,source
"Sempat Kejepret Fotografer, Begal Pesepeda di Flyover Senayan Teridentifikasi!

","Kamis, 03 Mar 2022 16:25 WIB

",polres metro jakarta pusat mengidentifikasi begal sepeda teridentifikasi kejar mudah mudahan ketangkap kasat reskrim polres metro jakarta pusat akbp wisnu wardhana konfirmasi kamis wisnu timnya pengejaran tempat persembunyian pelaku dihubungi terpisah wakasat reskrim polres metro jakarta pusat kompol eko barmula pelaku diduga spesialis begal mengincar pesepeda dugaannya spesialis jambret pesepeda sasarannya pesepeda eko aksi penjambretan menyasar perempuan pesepeda foto pelaku tersebar media sosial salah satunya akun instagram dr tirta unggahan akun dr tirta pelaku orang jambret beraksi kefoto ama temen fotografer makasih tim fotografer yg smpt foto untungnya hape ga sempet keambil sigap fotografer bantu partner sepeda sigap sambung dr tirta dr tirta modus pelaku berkeliling mengikuti peletonan modus jambret keliling ngikutin peletonan mengamati frame yg naruh hp jersey fokus mennyasar yg kepisah berdua bertiga yg sasar cewe yg soloriding semoga ketangkap izin tag ya beware tirta menge tag akun divisi humas polri polda metro jaya komunitas,www.detik.com
"Bullying di Sekolah, Bagaimana Cara Mencegahnya?

","Sabtu, 22 Jan 2022 11:00 WIB

",dikutip situs kementerian pemberdayaan perempuan perlindungan anak kemenpppa bullying perundungan bentuk penindasan kekerasan sengaja pelaku sekelompok orang kuat berkuasa kekerasan orang menerus tujuan menyakiti bullying peserta didik guru peserta didik guru mengatasi bullying kerja warga sekolah usaha pencegahan bullying dikutip laman direktorat sekolah menengah kemendikbud ri dasar pencegahan perundungan pemahaman terkait perundungan efek perundungan menimbulkan trauma dewasa satuan pendidikan pemahaman perundungan warga sekolah guru tenaga kependidikan peserta didik pemahaman terkait perundungan amanat pembina upacara edukasi perundungan guru kelas poster poster terkait perundungan dipajang lingkungan sekolah komponen warga sekolah dilatih memiliki simpati empati warga sekolah salah satunya memperhatikan ciri ciri mengalami perundungan menawarkan bantuan sesuai ciri ciri korban perundungan cemas menyendiri percaya memiliki luka fisik memar tubuhnya tanda tanda lakukan pendekatan korban detail perundungan dukungan bangkit melawan perundungan dialami maraknya perundungan damai kurangnya mempertimbangkan efek psikologis korban satuan pendidikan kebijakan aturan sanksi terkait aksi perundungan lingkungan sekolah salah satunya menetapkan mekanisme penanganan sekolah satuan pendidikan wajib pandang bulu menindak pelaku perundungan calon calon pelaku perundungan berpikir kali tindakan pengecut perundungan sekolah seringkali terlambat merespon satuan pendidikan memiliki sistem mekanisme pelaporan perundungan lingkungannya pembentukan mekanisme standar operasional jalur komunikasi pelaporan aman sensitif salah perundungan terungkap jarang korban warga sekolah enggan melapor takut sasaran perundungan satuan pendidikan program sekolah menyebarkan pesan perilaku kebaikan membangun norma menentang perundungan program program dimasukkan kegiatan intrakurikuler kokurikuler contoh kegiatan anti perundungan antibullying day pentas seni penandatanganan deklarasi anti perundungan warga sekolah ide ide kreatif sekolah mencegah,www.detik.com
"HMI Desak Polda Metro Usut Dugaan Oknum Kasus Begal Terdakwa Fikry cs

","Kamis, 03 Mar 2022 19:14 WIB

",polisi membantah tuduhan merekayasa terdakwa bernama mendesak polda metro jaya propam polri investigasi oknum polri terduga kriminalisasi kader wakil direktur eksekutif bakornas lkhbhmi pb hmi ibrahim asnawi kantor pb hmi setiabudi jakarta selatan kamis pb hmi menilai proses penangkapan proses peradilan didapatkan fakta kader bersalah terkait pernyataan kabid humas polda metro jaya kombes e zulpan menilai pelanggaran prosedural proses hukum terkait pelanggaran hak asasi manusia dialami keempat kadernya abdul rohman alias adul bin komarudin muhammad rizky alias kentung bin saiful bahri randi apriyanto alias miing bin ridi terkhusus muhammad fikry alias fikry bin rusin kompolnas komisi kejaksaan ri komnas ham membentuk tim independen ibrahim penegak hukum senantiasa menghormati prinsip prinsip ham hukum acara sesuai ketentuan perundang undangan proses penegakan hukum mengedepankan asas praduga bersalah sambungnya polisi membantah tuduhan merekayasa penyiksaan terdakwa kabid humas polda metro jaya kombes endra zulpan rekayasa penyiksaan penangkapan terdakwa berdasarkan hasil penyelidikan fakta fakta lapangan kabid humas polda metro jaya kombes endra zulpan wartawan rabu zulpan spk polsek tambelang menerima laporan kejadian pencurian kekerasan sabtu juli wib korban bernama darusman ferdiansyah dibegal enam orang pelaku,www.detik.com
"Kala Anak-anak Meksiko Angkat Senjata Lawan Kartel Narkoba

","Jumat, 14 Mei 2021 16:45 WIB

",anak anak daerah terpencil meksiko dilatih senjata api mempertahankan kekejaman sindikat kejahatan narkoba anak membawa replika senjata laras desa kawasan guerrero meksiko anak anak desa ayahualtempa belajar angkat senjata melawan kartel narkoba kian meresahkan daerah sembilan orang tewas akibat bentrok kartel narkoba desa los ardillos keluhan penduduk didengar pejabat desa memutuskan melatih anak angkat senjata senjata replika terbuat kayu anak desa latihan angkat senjata presiden meksiko andres manuel lopez obrador mengkritik latihan warga desa menekankan latihan cermin keputusasaan masyarakat kurangnya perhatian pemerintah kejahatan kartel kartel narkoba kawasan guerrero orang dilaporkan tewas akibat perkelahian berkaitan kartel narkoba orang tewas akibat perkelahian antarkartel narkoba meksiko,www.detik.com
"Tekan Tindak Kejahatan, Negara Ini Larang Naik Motor Boncengan

","Rabu, 10 Feb 2021 10:40 WIB

",filipina memerangi tindak kejahatan sepeda motor kejahatan motor mengatasi kepala penasihat hukum presiden filipina salvador panelo menyarankan larangan motor boncengan ceritakan sederhana penjahat berboncengan larang motor boncengan panelo dikutip panelo pengorbanan hidup masyarakat pengendara sepeda motor pelaku tindak pidana motor berboncengan diberantas melarang motor kepolisian nasional filipina pnp meluncurkan unit taktis unit pengendara sepeda motor taktis tmru kesatuan dibentuk tugas utama melawan ancaman penjahat motor berboncengan dibekali motor menangkap pelaku kejahatan indonesia sepeda motor filipina kehidupan sehari masyarakat kegunaan fungsional praktis ditawarkan sepeda motor disangkal aktivitas kriminal sepeda motor anggota parlemen politisi filipina berdiskusi menekan kriminalitas berhubungan sepeda motor penembakan pelaku motor,www.detik.com
"Sambil Gendong Anak, Emak-emak di Plered Gasak Uang Rp 10 Juta

","Jumat, 11 Mar 2022 21:50 WIB

",emak emak terekam kamera cctv mencuri uang konter agen mandiri link kampung tegal kalapa desa citeko kecamatan plered purwakarta tanggung uang diambilnya mencapai rp juta aksi terungkap korban melapor polisi terbukti rekaman cctv kantor korban waktu jam polisi berhasil mengamankan pelaku kontrakannya beserta barang bukti uang hasil curian iya kejadiannya kemarin laporan terkait pencurian langsung lakukan pengecekan penyelidikan bersangkutan berhasil amankan kamis maret wib bersangkutan keterangan dicocokan rekaman cctv kapolres purwakarta akbp suhardi hery haryanto kapolsek plered kompol winarsa jumat rekaman cctv nampak berbadan gempal membawa balita masuk konter mandiri link situasi aman menyelinap masuk meja langsung mencuri uang tempat lihat sekelilingnya aksinya warga uang pelaku langsung meninggalkan lokasi d interogasi sambung pelaku langsung mengakui perbuatannya menunjukan uang hasil kejahatannya bersangkutan mengakui perbuatannya mencuri uang tempat rp juta pelaku berinisial rr warga desa palinggihan kecamatan plered kabupaten purwakarta amankan beserta barang buktinya proses pemeriksaan kompol winarsa,www.detik.com
"Residivis di Bitung Ditangkap Lagi Usai Gondol Rp 20 Juta dan 3 Ponsel

","Minggu, 13 Mar 2022 00:08 WIB

",pelakunya pria berinisial rk ditangkap kabid humas polda sulut jules abraham abast keterangannya sabtu rk ditangkap polisi wilayah girian bitung jumat pelaku rk dilaporkan mencuri uang tunai rp juta buah handphone disimpan korban jok motornya wilayah manembo nembo pelaku mencongkel bagasi motor korban mencuri uang handphone pelaku melarikan jules jules korban selesai makan rumah memeriksa bagasi sepeda motornya uang tunai rp juta beserta buah handphone miliknya raib pelaku rk ditangkap barang bukti buah handphone milik korban disita rk diproses hukum keempat kalinya pelaku beserta barang bukti diamankan mapolsek matuari proses penyidikan jules,www.detik.com
"Kejinya Pria Aceh Perkosa 3 Wanita Termasuk Lansia hingga Tiada

","Jumat, 15 Jan 2021 08:02 WIB

",pria pidie ar mengaku memperkosa z z diperkosa meninggal dunia tersangka mengakui tindak pidana pemerkosaan mengakibatkan kematian korban z kapolres pidie akbp zulhir destrian wartawan kamis diinterogasi pelaku mengaku motif tersangka pemerkosaan melampiaskan nafsu zulhir ar diduga aksinya menyamar pemulung beraksi tersangka beraksi pertengahan desember pemerkosaan tempat berbeda polisi menerangkan pelaku mengalami hiperseks pelaku tertarik lansia wanita berumur tersangka menyasar wanita berumur waras berdaya perlawanan zulhir,www.detik.com
"Inilah Teknologi Bom Canggih yang Dijual AS ke Israel

","Selasa, 18 Mei 2021 14:39 WIB

",presiden amerika serikat as senjata canggih dijual as jenis amunisi serang langsung gabungan joint attack direct munition jdam buatan berdasarkan penjelasan dikutip situs laser jdam pesawat tempur f e f angkatan udara as f a a v b angkatan laut as boeing menyelesaikan siklus pengembangan pengujian laser jdam waktu mengirimkan laser jdam produksi pertamanya angkatan udara as mei laser jdam berhasil pertempuran irak tepatnya agustus maret angkatan laut as menggunakannya direct attack moving target capability damtc websitenya boeing keunggulan laser jdam rencana penjualan senjata canggih memunculkan kekhawatiran memperburuk situasi israel palestina kian memanas dikutip fraksi partai demokrat partai republik kongres kongres as wewenang menolak menjual senjata canggih israel segelintir negara proses pembelian senjata mengajukan penolakan kongres ditutup menerbitkan resolusi penolakan menjual senjata,www.detik.com
"Yuk Simak Foto Kampung Senapan Cipacing

","Sabtu, 17 Apr 2021 08:00 WIB

",asing kawasan cipacing sumedang jabar pusat sentra senapan angin terkenal jenis bentuk senapan pria memamerkan pelatuk selesai dipasang pabrik senapan angin cipacing sumedang jawa barat cipacing nama salah desa kecamatan jatinangor kabupaten sumedang jawa barat cipacing desa pengrajin senapan angin jatinangor jatinangor desa pengrajin senapan angin desa cikeruh desa sayang desa hegarmanah desa jatiroke desa jatimukti desa cilayung desa cipacing usut usut sejarahnya cipacing lokasi munculnya perajin senapan angin jatinangor desa cikeruh cikal berkembangnya sentra industri senapan angin munculnya perajin senapan angin jatinangor pemberontakan tii warga senjata senapan senapan sehabis menembak ditusuk lubang selongsongnya warga menyebutnya dorlok dor colok sukses dorlok keahlian warga meningkat menghasilkan senapan berpeluru butir dorma dor setahun berselang muncul pesanan warga cikeruh pesanan senapan memperbaiki senjata rusak warga menerima jenis senjata negeri diperbaiki senjata masuk diana pabrikan jerman airsporter buatan inggris menerima pesanan perbaikan warga mencoba meniru senapan sukses senapan angin industri senapan angin berkembang warga desa cikeruh senapan industri merambah desa tetangga cipacing jenis senapan angin jenis pompa jenis jenis pre charged pneumatic pcp jenis gas dihasilkan senapan angin karya warga cipacing terbuat bahan mudah senapan angin berbahan dasar kayu besi dirangkai utuh bahan bahan mengalami kali proses halus berbentuk industri senapan angin rumahan terbukti berjalan bertahun toko toko penjual senapan angin berjejer kawasan pengrajin sepucuk senapan angin membutuhkan modal model standar butuh rp ribu modal merakit sepucuk senapan angin berlaras tipe standar penjualan senapan angin berdasarkan pesanan sengaja dijual toko pabrikan senapan angin menghasilkan pucuk senapan angin,www.detik.com
"Polri Sebut Terjadi Penurunan Angka Kejahatan 1,47% di RI Pekan Ini

","Rabu, 30 Sep 2020 17:35 WIB

",melaporkan kejadian kejahatan pekan angka kejahatan mengalami penurunan dibanding pekan tren gangguan pekan kejadian pekan kejadian penurunan angka kejahatan kejadian persen angka kejahatan turun angka kejahatan kumulatif dirinci komponen angka turun kejahatan konvensional kejahatan transnasional kejahatan berimplikasi kontingensi turun awi mencacat kejahatan konvensional kerap pekan terbesar narkotika kejadian disusul pencurian pemberatan kejadian penggelapan kejadian pencurian kendaraan bermotor roda kejadian pencurian kekerasan kejadian kejahatan konvensional minggu minggu kenaikan kejadian persen kejahatan transnasional pekan mengalami penurunan pekan tercatat kejadian pekan dilaporkan kejadian penurunan kejadian persen,www.detik.com
"AS Jual Senjata ke Taiwan, China Naik Pitam

","Kamis, 22 Okt 2020 21:45 WIB

",hubungan amerika serikat china memanas kali amerika serikat berencana mengirim paket senjata taiwan dikhawatirkan mengancam kedaulatan nasional china dilansir reuters kamis pemerintah presiden donald trump meningkatkan dukungan taiwan penjualan senjata kunjungan pejabat senior as menambah ketegangan beijing washington meningkat perselisihan laut china selatan hong kong hak asasi manusia perdagangan beijing menerapkan tekanan meningkat taiwan diperintahkan demokratis mengakui kedaulatan china menerbangkan jet tempur melintasi garis selat taiwan sensitif berfungsi penyangga resmi juru bicara kementerian negeri china zhao lijian jumpa pers harian penjualan senjata taiwan as dihentikan menurutnya mengganggu urusan negeri china mengganggu urusan negeri china merusak kedaulatan kepentingan keamanan china mengirimkan sinyal buruk pasukan kemerdekaan taiwan merusak china as hubungan perdamaian stabilitas selat taiwan zhao china tanggapan sah sesuai situasi berkembang paket senjata as terbaru sensor rudal artileri berencana transaksi drone general atomics rudal anti kapal harpoon berbasis darat boeing co taipei menteri pertahanan taiwan yen de fa berterima kasih amerika serikat senjata membantu taiwan meningkatkan kemampuan pertahanan menghadapi ancaman musuh situasi kemampuan tempur kredibel kemampuan peperangan asimetris memperkuat tekad mempertahankan betapa as keamanan indo pasifik selat taiwan yen mengkonsolidasikan kemitraan keamanan amerika serikat yen mencari konfrontasi china kesepakatannya as memperkuat pertahanan negara terlibat perlombaan senjata china mengedepankan persyaratan membangun sepenuhnya sesuai konsep strategis pencegahan berat mempertahankan posisi kebutuhan pertahanan yen,www.detik.com
"Razia Protokol Kesehatan hingga Antisipasi Kejahatan di Suramadu

","Senin, 12 Okt 2020 13:19 WIB

",petugas gabungan menggelar operasi yustisi jembatan suramadu sisi surabaya operasi pantauan puluhan petugas gabungan polisi satpol pp tni merazia kendaraan roda roda arah madura surabaya kendaraan diberhentikan kendaraan pribadi angkutan petugas memeriksa masker penumpang pengemudi petugas penumpang dianggap mencurigakan diperiksa barang bawaannya tas penumpang buka hasilnya ditemukan barang mencurigakan puluhan pengendara motor patuh protokol kesehatan push up kelengkapan kendaraannya lengkap penilangan kapolsek kenjeran kompol esti setija oetami razia digelar mendisiplinkan warga,www.detik.com
"Marak Begal karena Jalanan Sepi, Ini yang Harus Dilakukan Pengendara

","Senin, 04 Mei 2020 11:27 WIB

",marak pemberitaan salah rekan detikoto korban kejahatan melewati jalan terbilang sepi jakarta timur malam ya malam malam jalanan jakarta kondisi jalanan menurutnya sepi psbb jalanan cenderung sepi senior instructor safety defensive consultant indonesia sdci sony susmana potensi kejahatan pandemi siasat nggak apes riding berkendara sepeda motor cari teman nggak riding solo boncengan ya nggak motor barengan nggak nggak jalan sony wartawan video conference pekan kemarin terpaksa jalan sony motor mengikutinya barengannya atur jam keberangkatan malam melewati jalur sepi urungkan niat berkendara idealnyaa sih maksimal jam malam suasana hidup tentuin jadwal berangkat maksimal jam malam buka puasa kondisinya rawan sony,www.detik.com
"Pilu Mbah Yatimah Duitnya Dicuri 'Tamu': Tak Simpen Ngati-ati, Tak Keloni

","Rabu, 09 Mar 2022 11:24 WIB

",mbah yatimah nenek hidup sebatang kara boyolali diduga korban kejahatan uangnya rp juta hilang kedatangan tamu orang pemuda mbah yatimah mengaku uang disimpannya bertahun dipeluk tidur keponakan mbah yatimah suryati orang pemuda bertamu rumah mbah yatimah orang laki laki bertamu rumah mbah yatimah muda suryati kesempatan laki laki bertamu ditemui mbah yatimah pamit pulang tamu diundang pergi mbah yatimah membuka sarung bantalnya alangkah terkejutnya uang tunai miliknya rp hilang spontan mbah yatimah teriak histeris memanggil keponakannya mbah yatimah teriak teriak memanggil terang suryati rumahnya rumah mbah yatimah suryati mbah yatimah nangis nangis uangnya rp hilang uang dikumpulkan mbah yatimah bertahun bantuan bantuan instansi pemerintah dermawan uang disimpan sarung bantal uang disandingnya suryati mbah yatimah suka menyimpan uang duit bantuan bantuan dermawan simpan makan sehari mbah yatimah senang menyimpan uang pencurian membikin mbah yatimah terpukul mbah yatimah usia hidup rumah sebatang kara rumah ditempati sederhana berdinding kayu lantai tanah,www.detik.com
