tingkat setelah parent,parent,similarity
3,penyiksaan,"[('penahanan', 0.742695152759552), ('pemerkosaan', 0.7389666438102722), ('intimidasi', 0.7382861375808716), ('kekejaman', 0.7354074120521545), ('penganiayaan', 0.712319016456604), ('mutilasi', 0.6938840746879578), ('eksekusi', 0.6817963719367981), ('pemaksaan', 0.6790651082992554), ('kekerasan', 0.6784852743148804), ('pemerasan', 0.6749935150146484)]"
3,pemaksaan,"[('intimidasi', 0.7648037075996399), ('pengabaian', 0.7213861346244812), ('pemerasan', 0.7125532031059265), ('perkosaan', 0.6845114827156067), ('penindasan', 0.6791183948516846), ('penyiksaan', 0.6790651082992554), ('aborsi', 0.6749920845031738), ('kekerasan', 0.6714295148849487), ('paksaan', 0.6702402830123901), ('pengucilan', 0.6601719856262207)]"
3,kebencian,"[('kemarahan', 0.7925094962120056), ('kecemburuan', 0.7890377640724182), ('ketidaksukaan', 0.7547131180763245), ('amarah', 0.7494530081748962), ('fitnah', 0.7342842221260071), ('penghinaan', 0.7337988018989563), ('kecurigaan', 0.7229411005973816), ('ketidakadilan', 0.716833770275116), ('ketidakpuasan', 0.7164695262908936), ('kekejaman', 0.7110674381256104)]"
3,kriminal,"[('kejahatan', 0.7204362154006958), ('spionase', 0.6693968772888184), ('sindikat', 0.6139376163482666), ('kriminalitas', 0.6093355417251587), ('terorisme', 0.6056592464447021), ('penuntutan', 0.5917137861251831), ('pidana', 0.5913973450660706), ('narkotika', 0.5904613137245178), ('teroris', 0.5903700590133667), ('sodomi', 0.5885787010192871)]"
3,pelanggaran,"[('penuntutan', 0.6520203351974487), ('kejahatan', 0.6517055034637451), ('sanksi', 0.6350462436676025), ('tindakan', 0.6271412968635559), ('kelalaian', 0.6188371181488037), ('penyuapan', 0.6183781027793884), ('penyimpangan', 0.6180041432380676), ('penghinaan', 0.6159189343452454), ('pelanggar', 0.6075597405433655), ('penyelewengan', 0.6074577569961548)]"
3,ketidakadilan,"[('penindasan', 0.7456963062286377), ('kebencian', 0.7168337106704712), ('ketidakpedulian', 0.7091835737228394), ('kebodohan', 0.7066349983215332), ('kekejaman', 0.7000811696052551), ('prasangka', 0.691763699054718), ('diskriminasi', 0.6864151358604431), ('ketidak', 0.6837447881698608), ('penderitaan', 0.6808702945709229), ('kemunafikan', 0.6750330924987793)]"
3,penipuan,"[('pencurian', 0.7923716306686401), ('pemalsuan', 0.7719700932502747), ('pemerasan', 0.7528412938117981), ('penggelapan', 0.7428043484687805), ('kecurangan', 0.7298849821090698), ('penyuapan', 0.7177488803863525), ('intimidasi', 0.7011248469352722), ('penyelewengan', 0.698888897895813), ('perampokan', 0.686276376247406), ('penyalahgunaan', 0.669342041015625)]"
3,kekejaman,"[('pengkhianatan', 0.777957022190094), ('kebrutalan', 0.7363480925559998), ('penyiksaan', 0.7354075312614441), ('penindasan', 0.7315652966499329), ('kebencian', 0.7110673785209656), ('penganiayaan', 0.707944393157959), ('penghinaan', 0.7026402354240417), ('ketidakadilan', 0.7000811100006104), ('fitnah', 0.687555730342865), ('tindakannya', 0.6827359199523926)]"
3,penculikan,"[('pembunuhan', 0.7981067299842834), ('pemerkosaan', 0.7260031700134277), ('perkosaan', 0.7159231901168823), ('perampokan', 0.6704522967338562), ('pengkhianatan', 0.6653613448143005), ('penyanderaan', 0.6403673887252808), ('pencurian', 0.6385448575019836), ('pemukulan', 0.6384387612342834), ('penipuan', 0.6356687545776367), ('penembakan', 0.6341409087181091)]"
3,sodomi,"[('pemerkosaan', 0.7092133164405823), ('perkosaan', 0.6901605129241943), ('perzinahan', 0.6878042221069336), ('kriminalisasi', 0.6702994704246521), ('penuntutan', 0.6595789194107056), ('pelecehan', 0.6506064534187317), ('eutanasia', 0.6377493143081665), ('aborsi', 0.636489748954773), ('perzinaan', 0.6337245106697083), ('dakwaan', 0.6307938098907471)]"
3,pembunuhan,"[('penculikan', 0.7981066703796387), ('pembantaian', 0.7117461562156677), ('pemerkosaan', 0.7058182954788208), ('penembakan', 0.6888574957847595), ('pengkhianatan', 0.6714953184127808), ('perkosaan', 0.6669596433639526), ('pembunuhannya', 0.6613022685050964), ('perampokan', 0.6576055288314819), ('kekejaman', 0.6573949456214905), ('eksekusi', 0.6428206562995911)]"
3,mutilasi,"[('penyiksaan', 0.693884015083313), ('pemerkosaan', 0.6910872459411621), ('perkosaan', 0.6508877873420715), ('pelecehan', 0.6177011728286743), ('kanibalisme', 0.6021021604537964), ('aborsi', 0.5978491306304932), ('kriminalisasi', 0.5861567258834839), ('nekrofilia', 0.5845193862915039), ('intimidasi', 0.5821124315261841), ('perzinahan', 0.5804257988929749)]"
3,pemukulan,"[('perkosaan', 0.7123728394508362), ('intimidasi', 0.678669810295105), ('pengeroyokan', 0.6714558601379395), ('pemerkosaan', 0.6651915907859802), ('pelecehan', 0.6607787013053894), ('penyuapan', 0.6503735184669495), ('penikaman', 0.6484549641609192), ('penculikan', 0.6384386420249939), ('pemerasan', 0.6378896236419678), ('pengkhianatan', 0.6361500024795532)]"
3,antisemitisme,"[('rasisme', 0.8157601356506348), ('nazisme', 0.7993632555007935), ('zionisme', 0.7937798500061035), ('fasisme', 0.7650961875915527), ('komunisme', 0.7032061219215393), ('sekularisme', 0.6938634514808655), ('homofobia', 0.6885783672332764), ('nasionalisme', 0.6811252236366272), ('marxisme', 0.6778935790061951), ('anarkisme', 0.677074134349823)]"
3,seksisme,"[('rasisme', 0.7876165509223938), ('antisemitisme', 0.6764348149299622), ('homoseksualitas', 0.6711492538452148), ('feminisme', 0.6678141355514526), ('rasial', 0.666911780834198), ('transfobia', 0.6654767394065857), ('homofobia', 0.6648771166801453), ('diskriminasi', 0.6568532586097717), ('prasangka', 0.6525018811225891), ('xenofobia', 0.6467745304107666)]"
3,homofobia,"[('transfobia', 0.7514671087265015), ('rasisme', 0.7505916357040405), ('rasis', 0.7136640548706055), ('antisemitisme', 0.6885783076286316), ('homoseksualitas', 0.6720105409622192), ('diskriminasi', 0.6667439937591553), ('seksisme', 0.6648769974708557), ('lgbt', 0.645550549030304), ('sentimen', 0.6422696709632874), ('kebencian', 0.6400357484817505)]"
3,rasial,"[('rasisme', 0.7382771372795105), ('segregasi', 0.7260843515396118), ('sektarian', 0.6839233636856079), ('diskriminasi', 0.6745489239692688), ('seksisme', 0.666911780834198), ('intoleransi', 0.6572198271751404), ('separatisme', 0.6351062655448914), ('ideologis', 0.6299875378608704), ('fanatisme', 0.62667316198349), ('homoseksualitas', 0.6071134805679321)]"
3,nazisme,"[('fasisme', 0.8232460021972656), ('antisemitisme', 0.7993631362915039), ('zionisme', 0.750055730342865), ('komunisme', 0.7412288188934326), ('anarkisme', 0.72810959815979), ('marxisme', 0.7268115282058716), ('rasisme', 0.7188762426376343), ('konservatisme', 0.7134959101676941), ('maoisme', 0.6889957785606384), ('revisionisme', 0.6796271800994873)]"
3,fasisme,"[('nazisme', 0.8232461214065552), ('komunisme', 0.8222969174385071), ('fasis', 0.803939163684845), ('anarkisme', 0.776579737663269), ('marxisme', 0.770206093788147), ('antisemitisme', 0.7650961875915527), ('liberalisme', 0.7436214685440063), ('konservatisme', 0.7377517819404602), ('ideologi', 0.7376389503479004), ('nasionalisme', 0.7344018816947937)]"
3,rasis,"[('homofobia', 0.713664174079895), ('provokatif', 0.712433397769928), ('rasisme', 0.71222984790802), ('anarkis', 0.7051402926445007), ('xenofobia', 0.685881495475769), ('antisemitisme', 0.6713823080062866), ('reaksioner', 0.6675877571105957), ('populis', 0.6606365442276001), ('skeptis', 0.657224178314209), ('sinis', 0.6525922417640686)]"
3,sentimen,"[('semitisme', 0.7279608845710754), ('rasisme', 0.7098760604858398), ('nasionalisme', 0.6813164353370667), ('antisemitisme', 0.6639740467071533), ('kebencian', 0.6629738211631775), ('komunisme', 0.6429810523986816), ('homofobia', 0.6422696113586426), ('fasisme', 0.6332319378852844), ('kecurigaan', 0.6270118355751038), ('prasangka', 0.6254388093948364)]"
3,homoseksualitas,"[('homoseksual', 0.74458247423172), ('seksualitas', 0.7255241274833679), ('diskriminasi', 0.7189576625823975), ('transgender', 0.7060226798057556), ('rasisme', 0.6953266859054565), ('homofobia', 0.672010600566864), ('stereotipe', 0.671251118183136), ('seksisme', 0.6711492538452148), ('pedofilia', 0.6691178679466248), ('pornografi', 0.6660164594650269)]"
3,pemerasan,"[('penipuan', 0.7528411746025085), ('penggelapan', 0.7420698404312134), ('intimidasi', 0.7392621636390686), ('penyuapan', 0.725119948387146), ('pencurian', 0.7181767225265503), ('pemaksaan', 0.7125533223152161), ('penyelewengan', 0.7016078233718872), ('perkosaan', 0.699462354183197), ('penghindaran', 0.686572790145874), ('kecurangan', 0.6774889826774597)]"
3,teror,"[('intimidasi', 0.6975590586662292), ('kekejaman', 0.6477758884429932), ('fitnah', 0.646462619304657), ('terorisme', 0.6247196197509766), ('penindasan', 0.6212480664253235), ('provokasi', 0.6166033744812012), ('penyiksaan', 0.6153000593185425), ('pengkhianatan', 0.6123270392417908), ('teroris', 0.6047465801239014), ('kekerasan', 0.6010068655014038)]"
3,provokasi,"[('intimidasi', 0.6837177872657776), ('penghinaan', 0.6767168641090393), ('pengkhianatan', 0.6723411083221436), ('protes', 0.6689449548721313), ('kekejaman', 0.6525858044624329), ('kecurigaan', 0.6486032009124756), ('pemaksaan', 0.6450770497322083), ('fitnah', 0.6419389843940735), ('kebrutalan', 0.6417130827903748), ('penentangan', 0.6341515183448792)]"
3,represi,"[('penindasan', 0.7425448894500732), ('persekusi', 0.6987230777740479), ('intimidasi', 0.6689474582672119), ('pemaksaan', 0.6551457047462463), ('rasisme', 0.6453635096549988), ('ketidakstabilan', 0.6421029567718506), ('penganiayaan', 0.639106273651123), ('agitasi', 0.6359880566596985), ('intervensi', 0.6317034363746643), ('penggulingan', 0.6313515901565552)]"
3,intoleransi,"[('diskriminasi', 0.6979636549949646), ('persekusi', 0.6939277648925781), ('rasisme', 0.680767834186554), ('rasial', 0.6572198867797852), ('prasangka', 0.6501361131668091), ('fanatisme', 0.6396743059158325), ('stigma', 0.6365869045257568), ('inflamasi', 0.6354755759239197), ('timbulnya', 0.6353485584259033), ('toleransi', 0.6335732340812683)]"
3,segregasi,"[('rasial', 0.7260844707489014), ('diskriminasi', 0.6968908905982971), ('rasisme', 0.6420304179191589), ('intoleransi', 0.6112996339797974), ('seksisme', 0.6091916561126709), ('pemaksaan', 0.5864238739013672), ('pemisahan', 0.5761300325393677), ('ketidaksamaan', 0.575545608997345), ('pengucilan', 0.5583194494247437), ('homoseksualitas', 0.5549942851066589)]"
3,prasangka,"[('stigma', 0.7405460476875305), ('stereotip', 0.7227587103843689), ('diskriminasi', 0.6960349082946777), ('persepsi', 0.6960095763206482), ('ketidakadilan', 0.6917637586593628), ('kebencian', 0.6859937310218811), ('ketidaktahuan', 0.6788148880004883), ('kegelisahan', 0.6604589819908142), ('ketidakpedulian', 0.6597445607185364), ('rasisme', 0.6573600769042969)]"
3,penindasan,"[('penganiayaan', 0.8067924976348877), ('ketidakadilan', 0.7456963062286377), ('represi', 0.7425448894500732), ('persekusi', 0.7350326180458069), ('kekejaman', 0.7315652370452881), ('penentangan', 0.7195490002632141), ('kebencian', 0.6999974846839905), ('diskriminasi', 0.6914770603179932), ('pemaksaan', 0.6791185140609741), ('pergolakan', 0.6759680509567261)]"
3,teroris,"[('militan', 0.772721529006958), ('terorisme', 0.7018744945526123), ('islamis', 0.619650661945343), ('ekstremis', 0.6172361373901367), ('taliban', 0.6086764335632324), ('teror', 0.6047466397285461), ('niis', 0.6024799346923828), ('gerilyawan', 0.5998636484146118), ('mujahidin', 0.598901629447937), ('hizbullah', 0.5960721373558044)]"
3,spionase,"[('sabotase', 0.7263611555099487), ('terorisme', 0.6870895624160767), ('kriminal', 0.6693969368934631), ('penipuan', 0.6404938697814941), ('subversi', 0.6233158707618713), ('infiltrasi', 0.6121197938919067), ('kejahatan', 0.6113187670707703), ('intimidasi', 0.607654869556427), ('konspirasi', 0.603276252746582), ('perompakan', 0.6016252040863037)]"
3,subversi,"[('subversif', 0.7296354174613953), ('sabotase', 0.647738516330719), ('penyuapan', 0.6360699534416199), ('penyelewengan', 0.6281299591064453), ('nepotisme', 0.6281241178512573), ('wenangan', 0.6261666417121887), ('spionase', 0.6233158707618713), ('intimidasi', 0.6231940388679504), ('terorisme', 0.6197921633720398), ('kesewenang', 0.6168920993804932)]"
3,perompakan,"[('pembajakan', 0.6860595345497131), ('penyelundupan', 0.6304802298545837), ('blokade', 0.6229536533355713), ('terorisme', 0.6110156178474426), ('sabotase', 0.6036011576652527), ('spionase', 0.6016252040863037), ('eksploitasi', 0.5952184796333313), ('penangkapan', 0.5894257426261902), ('embargo', 0.5853527784347534), ('intervensi', 0.5761699080467224)]"
3,perzinahan,"[('perzinaan', 0.7594054937362671), ('poligami', 0.742263913154602), ('perselingkuhan', 0.7394410967826843), ('perkosaan', 0.7079306244850159), ('zina', 0.704717755317688), ('aborsi', 0.6900953650474548), ('sodomi', 0.6878042221069336), ('percabulan', 0.6790637969970703), ('masturbasi', 0.6530208587646484), ('pengkhianatan', 0.6462426781654358)]"
3,penyuapan,"[('penggelapan', 0.7346351146697998), ('kolusi', 0.7302722930908203), ('pemerasan', 0.7251200079917908), ('penuntutan', 0.7242875695228577), ('penipuan', 0.7177488803863525), ('suap', 0.7137294411659241), ('penyelewengan', 0.6984468698501587), ('perkosaan', 0.6957429051399231), ('nepotisme', 0.6908107399940491), ('kriminalisasi', 0.6820262670516968)]"
3,kolusi,"[('nepotisme', 0.8508493900299072), ('penyuapan', 0.7302722334861755), ('korupsi', 0.7161043882369995), ('penyelewengan', 0.6720702052116394), ('kriminalisasi', 0.6647589206695557), ('pemerasan', 0.6538684964179993), ('penggelapan', 0.6324242353439331), ('pemberantasan', 0.6283656358718872), ('penyalahgunaan', 0.6193122267723083), ('kriminalitas', 0.6116471290588379)]"
3,korupsi,"[('nepotisme', 0.7417345643043518), ('kolusi', 0.7161044478416443), ('penyuapan', 0.6609595417976379), ('penyelewengan', 0.6554401516914368), ('pemberantasan', 0.637698233127594), ('kpk', 0.6117014288902283), ('suap', 0.6060168147087097), ('terorisme', 0.5939282178878784), ('kecurangan', 0.5849857926368713), ('penyalahgunaan', 0.5828180909156799)]"
3,penyelewengan,"[('penyalahgunaan', 0.7672169804573059), ('kecurangan', 0.7070525884628296), ('pemerasan', 0.7016077637672424), ('penipuan', 0.6988888382911682), ('penyuapan', 0.6984469294548035), ('penggelapan', 0.69346022605896), ('nepotisme', 0.6845596432685852), ('kolusi', 0.6720702052116394), ('pengabaian', 0.6583949327468872), ('korupsi', 0.6554401516914368)]"
3,kriminalisasi,"[('penyuapan', 0.6820262670516968), ('sodomi', 0.6702994704246521), ('perkosaan', 0.6697903275489807), ('nepotisme', 0.6656116843223572), ('kolusi', 0.6647590398788452), ('intoleransi', 0.6230351328849792), ('pemerasan', 0.6197019815444946), ('eutanasia', 0.6185972094535828), ('pemaksaan', 0.6183388233184814), ('subversi', 0.6154261231422424)]"
3,penyalahgunaan,"[('penyelewengan', 0.7672170400619507), ('pengabaian', 0.6832836270332336), ('penipuan', 0.6693421006202698), ('pemerasan', 0.6686011552810669), ('nepotisme', 0.6381125450134277), ('penggelapan', 0.6357157230377197), ('penyuapan', 0.6278380155563354), ('intimidasi', 0.6196696162223816), ('kolusi', 0.6193122267723083), ('pemaksaan', 0.6170172691345215)]"
3,subversif,"[('subversi', 0.7296353578567505), ('represif', 0.6625064015388489), ('nepotisme', 0.6315847039222717), ('rasis', 0.6265636682510376), ('amoral', 0.6172875761985779), ('rasisme', 0.6071551442146301), ('radikalisme', 0.5993638634681702), ('kolusi', 0.5978970527648926), ('kriminalisasi', 0.5839865207672119), ('intimidasi', 0.5820031762123108)]"
3,penganiayaan,"[('penindasan', 0.8067924380302429), ('persekusi', 0.7709037661552429), ('penyiksaan', 0.7123190760612488), ('kekejaman', 0.707944393157959), ('kemurtadan', 0.7047802209854126), ('penjarahan', 0.6822633743286133), ('pelecehan', 0.6678381562232971), ('kebencian', 0.6503315567970276), ('pengusiran', 0.6478011608123779), ('siksaan', 0.6439390778541565)]"
3,persekusi,"[('penganiayaan', 0.7709037065505981), ('penindasan', 0.7350326180458069), ('represi', 0.6987230777740479), ('intoleransi', 0.6939277648925781), ('penyiksaan', 0.6453631520271301), ('pembiaran', 0.6419707536697388), ('kekejaman', 0.6412662863731384), ('intimidasi', 0.6330484747886658), ('perkosaan', 0.6329362988471985), ('pelecehan', 0.632318913936615)]"
4,penahanan,"[('penyiksaan', 0.7426952123641968), ('eksekusi', 0.7034649848937988), ('interogasi', 0.6618672609329224), ('pemenjaraan', 0.6618419885635376), ('pemecatan', 0.6529818773269653), ('penangguhan', 0.6517427563667297), ('hukuman', 0.6406859159469604), ('penjara', 0.6290953159332275), ('penangkapan', 0.6271888613700867), ('tahanan', 0.6261184811592102)]"
4,eksekusi,"[('penahanan', 0.7034649848937988), ('dieksekusi', 0.6834675073623657), ('penyiksaan', 0.6817962527275085), ('interogasi', 0.6786832213401794), ('penghukuman', 0.6580566167831421), ('pembunuhan', 0.6428205966949463), ('penangkapan', 0.6280450224876404), ('penembakan', 0.6157892346382141), ('hukuman', 0.6110383868217468), ('pembersihan', 0.6014818549156189)]"
4,pengabaian,"[('pemaksaan', 0.7213863134384155), ('penyalahgunaan', 0.6832836270332336), ('ketidakpedulian', 0.6707026362419128), ('intimidasi', 0.6634530425071716), ('ketidakadilan', 0.6620181798934937), ('penyelewengan', 0.6583948731422424), ('pengucilan', 0.6566808223724365), ('penolakan', 0.6506479382514954), ('pemerasan', 0.6499704122543335), ('penyimpangan', 0.6335943341255188)]"
4,aborsi,"[('eutanasia', 0.7376556992530823), ('poligami', 0.7225048542022705), ('masturbasi', 0.7176432013511658), ('abortus', 0.6902732849121094), ('perzinahan', 0.6900953054428101), ('kontrasepsi', 0.6825335621833801), ('ivf', 0.6785683631896973), ('pemaksaan', 0.674992024898529), ('diskriminasi', 0.6575407385826111), ('pemerkosaan', 0.6545542478561401)]"
4,paksaan,"[('pemaksaan', 0.6702403426170349), ('penolakan', 0.6203196048736572), ('seizin', 0.6150884628295898), ('intimidasi', 0.6044722199440002), ('hasutan', 0.5995503067970276), ('kelalaian', 0.5970938801765442), ('pamrih', 0.5844867825508118), ('sepengetahuan', 0.5780443549156189), ('kemauan', 0.5774582624435425), ('intervensi', 0.5656684637069702)]"
4,pengucilan,"[('ekskomunikasi', 0.6769943237304688), ('pemaksaan', 0.6601719260215759), ('penindasan', 0.6583822965621948), ('pengabaian', 0.6566808819770813), ('penganiayaan', 0.6394398212432861), ('pemecatan', 0.6353838443756104), ('represi', 0.6307898759841919), ('penentangan', 0.6288834810256958), ('penolakan', 0.626753568649292), ('intimidasi', 0.6193683743476868)]"
4,kemarahan,"[('amarah', 0.7978307604789734), ('kebencian', 0.7925093770027161), ('ketidakpuasan', 0.7707826495170593), ('kekecewaan', 0.7669436931610107), ('kecemburuan', 0.7386142015457153), ('kecurigaan', 0.7286928296089172), ('keresahan', 0.7219833731651306), ('kepanikan', 0.7106176018714905), ('ketakutan', 0.707914412021637), ('kegemparan', 0.7000254392623901)]"
4,kecemburuan,"[('kebencian', 0.7890375852584839), ('kemarahan', 0.7386143207550049), ('kekecewaan', 0.7276531457901001), ('amarah', 0.7143174409866333), ('permusuhan', 0.7105107307434082), ('ketidakpuasan', 0.7062421441078186), ('kegelisahan', 0.699030339717865), ('ketidak', 0.6975047588348389), ('ketidaksukaan', 0.6926465034484863), ('kecemasan', 0.6868250966072083)]"
4,ketidaksukaan,"[('antipati', 0.7860056757926941), ('kekaguman', 0.7774813771247864), ('ketidakpuasan', 0.7624621987342834), ('ketidaksetujuan', 0.7595033645629883), ('kebencian', 0.7547131776809692), ('ketidaksenangan', 0.7392218708992004), ('kebenciannya', 0.7305322289466858), ('kepeduliannya', 0.7304555773735046), ('penentangannya', 0.7301401495933533), ('penolakannya', 0.7268124222755432)]"
4,amarah,"[('kemarahan', 0.7978308796882629), ('murka', 0.7678683996200562), ('kebencian', 0.7494531869888306), ('kesedihan', 0.7367929220199585), ('ketakutan', 0.7189468145370483), ('kecemburuan', 0.7143173813819885), ('kemarahannya', 0.7003985643386841), ('dengki', 0.6998630166053772), ('godaan', 0.6969254612922668), ('kegelisahan', 0.6731039881706238)]"
4,fitnah,"[('kebencian', 0.7342843413352966), ('hasutan', 0.7073078751564026), ('penghinaan', 0.7011858224868774), ('pengkhianatan', 0.6941540837287903), ('kekejaman', 0.687555730342865), ('kebohongan', 0.6607529520988464), ('keserakahan', 0.6568053364753723), ('tindakannya', 0.6495517492294312), ('teror', 0.646462619304657), ('ketidakadilan', 0.6444745659828186)]"
4,penghinaan,"[('kebencian', 0.7337988615036011), ('penolakan', 0.7270090579986572), ('kekejaman', 0.7026403546333313), ('fitnah', 0.7011858820915222), ('tindakannya', 0.6963683366775513), ('penentangan', 0.6788846850395203), ('provokasi', 0.6767168641090393), ('hasutan', 0.6723182797431946), ('ketidakadilan', 0.6632705330848694), ('ketidaksukaan', 0.6630034446716309)]"
4,kecurigaan,"[('kekhawatiran', 0.8093912601470947), ('kesalahpahaman', 0.7563063502311707), ('keraguan', 0.7524640560150146), ('kemarahan', 0.7286929488182068), ('ketidakpuasan', 0.7260563373565674), ('kebencian', 0.7229410409927368), ('spekulasi', 0.717338502407074), ('tudingan', 0.7081589102745056), ('kekecewaan', 0.7057911157608032), ('keluhan', 0.6930691599845886)]"
4,ketidakpuasan,"[('kekecewaan', 0.8000692129135132), ('ketidaksenangan', 0.7872925996780396), ('kemarahan', 0.7707826495170593), ('ketidaksukaan', 0.7624620795249939), ('keresahan', 0.7494636178016663), ('penentangan', 0.7470561265945435), ('keprihatinan', 0.742978036403656), ('ketidak', 0.7325068116188049), ('kecurigaan', 0.7260563969612122), ('ketidaksetujuan', 0.7224958539009094)]"
4,sindikat,"[('komplotan', 0.6747534871101379), ('pengedar', 0.6217853426933289), ('kriminal', 0.6139376163482666), ('penyelundupan', 0.602176308631897), ('mafia', 0.5848522186279297), ('kartel', 0.5812578201293945), ('narkotika', 0.5775431394577026), ('perjudian', 0.5691520571708679), ('penipuan', 0.5601356625556946), ('pencurian', 0.5579988360404968)]"
4,penuntutan,"[('penyidikan', 0.7597289681434631), ('penyuapan', 0.7242874503135681), ('pidana', 0.6953630447387695), ('penegakan', 0.6730601191520691), ('dakwaan', 0.6694936752319336), ('eutanasia', 0.6609170436859131), ('sodomi', 0.6595786809921265), ('penindakan', 0.6595456600189209), ('terdakwa', 0.6538497805595398), ('putusan', 0.6537591218948364)]"
4,pidana,"[('perdata', 0.7434491515159607), ('penuntutan', 0.6953631043434143), ('peradilan', 0.6273686289787292), ('terdakwa', 0.6067442297935486), ('hukum', 0.6029795408248901), ('kriminal', 0.5913972854614258), ('penyidikan', 0.5888351798057556), ('dipidana', 0.5748618245124817), ('kuhp', 0.5744001865386963), ('pidananya', 0.5734219551086426)]"
4,narkotika,"[('narkoba', 0.7501402497291565), ('penyelundupan', 0.7095048427581787), ('psikotropika', 0.6950328350067139), ('kokain', 0.654720664024353), ('napza', 0.6249992847442627), ('narkotik', 0.6248654127120972), ('heroin', 0.614149808883667), ('pemberantasan', 0.6039137244224548), ('kriminal', 0.5904614329338074), ('sindikat', 0.5775431394577026)]"
