token_0,BIO_tag_0
",",O
disinggung,
",",O
tepatnya,
",",O
pelaksanaan,
",",O
sidang,
",",O
kode,
",",O
etik,
",",O
polri,
",",O
suartana,
",",O
propam,
",",O
polda,
",",O
sulsel,
",",O
mengajukan,
",",O
permohonan,
",",O
sidang,
",",O
kapolda,
",",O
sulsel,
",",O
irjen,
",",O
nana,
",",O
sudjana,
",",O
tunggu,
",",O
kabid,
",",O
propam,
",",O
mengajukan,
",",O
kapolda,
",",O
kombes,
",",O
suartana,
",",O
chaerul,
",",O
akmal,
",",O
sulaiman,
",",O
oknum,
",",O
anggota,
",",O
brimob,
",",O
terlibat,
",",O
pembunuhan,
",",O
najamuddin,
",",O
samasama,
",",O
membantu,
",",O
dalang,
",",O
pembunuhan,
",",O
kasatpol,
",",O
makassar,
",",O
nonaktif,
",",O
iqbal,
",",O
asnan,
",",O
mengeksekusi,
",",O
mati,
",",O
korban,
",",O
tersangka,
",",O
sulaiman,
",",O
oknum,
",",O
polisi,
",",O
menemui,
",",O
iqbal,
",",O
asnan,
",",O
ruangannya,
",",O
balai,
",",O
kota,
",",O
makassar,
",",O
pembunuhan,
",",O
iqbal,
",",O
mencari,
",",O
berani,
",",O
membunuh,
",",O
korban,
",",O
sulaiman,
",",O
chaerul,
",",O
akmal,
",",O
pembunuhan,
",",O
caherul,
",",O
mengeksekuki,
",",O
korban,
",",O
najamuddin,
",",O
pertigaan,
",",O
jalan,
",",O
manunggal,
",",O
22,
",",O
jalan,
",",O
danau,
",",O
tanjung,
",",O
bunga,
",",O
makassar,
",",O
1054,
",",O
wita,
",",O
minggu,
",",O
34,
",",O
sulaiman,
",",O
berperan,
",",O
menyediakan,
",",O
senjata,
",",O
api,
",",O
chaerul,
",",O
menembak,
",",O
mati,
",",O
korban,
",",O
rela,
",",O
pekerjaan,
",",O
kotor,
",",O
membunuh,
",",O
korban,
",",O
dijanjikan,
",",O
upah,
",",O
rp,
",",O
200,
",",O
juta,
",",O
ditembak,
",",O
gunung,
",",O
pakai,
",",O
sniper,
",",O
anwar,
",",O
ditemui,
",",O
kediamannya,
",",O
wilayah,
",",O
kecamatan,
",",O
pallangga,
",",O
senin,
",",O
1652022,
",",O
malam,
",",O
anwar,
",",O
meluruskan,
",",O
pernyataan,
",",O
kepolisian,
",",O
menyebut,
",",O
dihadang,
",",O
anggota,
",",O
kkb,
",",O
anwar,
",",O
kejadian,
",",O
dihadang,
",",O
sepulang,
",",O
mengantar,
",",O
penumpang,
",",O
suara,
",",O
tembakan,
",",O
penghadangan,
",",O
duluan,
",",O
jatuh,
",",O
motor,
",",O
terjatuh,
",",O
berdaya,
",",O
bantuan,
",",O
aparat,
",",O
membawanya,
",",O
rumah,
",",O
sakit,
",",O
truk,
",",O
anwar,
",",O
sadar,
",",O
rekan,
",",O
seprofesinya,
",",O
meninggal,
",",O
dunia,
",",O
sadar,
",",O
mobil,
",",O
korban,
",",O
meninggal,
",",O
anwar,
",",O
mengaku,
",",O
luka,
",",O
bekas,
",",O
tembakan,
",",O
kepalanya,
",",O
rasakan,
",",O
anwar,
",",O
sadar,
",",O
rumah,
",",O
sakit,
",",O
memegang,
",",O
kepalanya,
",",O
berlubang,
",",O
luka,
",",O
tembak,
",",O
kepala,
",",O
dirasakan,
",",O
rambutku,
",",O
tercabut,
",",O
rumah,
",",O
sakit,
",",O
pakai,
",",O
helm,
",",O
bocor,
",",O
kepala,
",",O
tembus,
",",O
peluru,
",",O
helm,
",",O
kepala,
",",O
bebernya,
",",O
akibat,
",",O
penembakan,
",",O
korban,
",",O
anwar,
",",O
lumpuh,
",",O
kakinya,
",",O
hak,
",",O
rasakan,
",",O
tangannya,
",",O
cuman,
",",O
kaki,
",",O
tangan,
",",O
goyang,
",",O
lumpuh,
",",O
anwar,
",",O
wartawan,
",",O
anwar,
",",O
kondisi,
",",O
rasakan,
",",O
menjalani,
",",O
operasi,
",",O
selebihnya,
",",O
anwar,
",",O
mengalami,
",",O
gangguan,
",",O
ingatannya,
",",O
normal,
",",O
normal,
",",O
diberitakan,
",",O
anwar,
",",O
sauki,
",",O
diserang,
",",O
kampung,
",",O
lumbuk,
",",O
distrik,
",",O
nambut,
",",O
selasa,
",",O
124,
",",O
1000,
",",O
wit,
",",O
perjalanan,
",",O
pulang,
",",O
korban,
",",O
tibatiba,
",",O
diserang,
",",O
dikenal,
",",O
otk,
",",O
anwar,
",",O
koma,
",",O
rumah,
",",O
sakit,
",",O
penembakan,
",",O
korban,
",",O
tertahan,
",",O
keluarga,
",",O
kesulitan,
",",O
memenuhi,
",",O
biaya,
",",O
pengobatan,
",",O
rencana,
",",O
pemulangan,
",",O
korban,
",",O
kendala,
",",O
dananya,
",",O
bantuan,
",",O
pemerintah,
",",O
donasi,
",",O
sekeluarga,
",",O
sepupu,
",",O
korban,
",",O
nur,
",",O
alamsyah,
",",O
ditemui,
",",O
rekan,
",",O
anwar,
",",O
warga,
",",O
toraja,
",",O
bernama,
",",O
saleno,
",",O
lolo,
",",O
korban,
",",O
nasib,
",",O
saleno,
",",O
nasib,
",",O
anwar,
",",O
korban,
",",O
saleno,
",",O
lolo,
",",O
tewas,
",",O
akibat,
",",O
menderita,
",",O
luka,
",",O
tembak,
",",O
rusuk,
",",O
sebelah,
",",O
kanan,
",",O
korban,
",",O
saleno,
",",O
dipulangkan,
",",O
dimakamkan,
",",O
toraja,
",",O
laporan,
",",O
pidana,
",",O
pemerkosaan,
",",O
kamaruddin,
",",O
ayah,
",",O
korban,
",",O
konfirmasi,
",",O
senin,
",",O
252022,
",",O
korban,
",",O
laporan,
",",O
polisi,
",",O
ppa,
",",O
polres,
",",O
bulukumba,
",",O
jumat,
",",O
294,
",",O
pekan,
",",O
surat,
",",O
tanda,
",",O
terima,
",",O
laporan,
",",O
polisi,
",",O
korban,
",",O
teregistrasi,
",",O
nomor,
",",O
sttlpb272iv2022spktpolres,
",",O
bulukumbapolda,
",",O
sulawesi,
",",O
selatan,
",",O
dibuli,
",",O
temantemannya,
",",O
situ,
",",O
terungkap,
",",O
ceritanya,
",",O
tahan,
",",O
dibuli,
",",O
korban,
",",O
mengadu,
",",O
guru,
",",O
mengajinya,
",",O
korban,
",",O
pemerkosaan,
",",O
guru,
",",O
peristiwa,
",",O
dugaan,
",",O
pemerkosaan,
",",O
kamaruddin,
",",O
korban,
",",O
mengadu,
",",O
kamaruddin,
",",O
pemerkosaan,
",",O
rumah,
",",O
februari,
",",O
2022,
",",O
pemerkosaan,
",",O
sekolah,
",",O
puasa,
",",O
februari,
",",O
korban,
",",O
diperkosa,
",",O
rumah,
",",O
kalinya,
",",O
puasa,
",",O
sabtu,
",",O
23,
",",O
april,
",",O
kantor,
",",O
sekolah,
",",O
kamaruddin,
",",O
mendengar,
",",O
pengakuan,
",",O
korban,
",",O
kamaruddin,
",",O
melaporkan,
",",O
kepala,
",",O
dusun,
",",O
terlapor,
",",O
tinggal,
",",O
desa,
",",O
korban,
",",O
jumat,
",",O
294,
",",O
kamaruddin,
",",O
laporan,
",",O
polisi,
",",O
polres,
",",O
bulukumba,
",",O
melapor,
",",O
polres,
",",O
bulukumba,
",",O
pelaku,
",",O
inisial,
",",O
pelajar,
",",O
16,
",",O
kapolres,
",",O
bone,
",",O
akbp,
",",O
ardiansyah,
",",O
wartawan,
",",O
selasa,
",",O
1532022,
",",O
ardiansyah,
",",O
kedapatan,
",",O
mencuri,
",",O
rokok,
",",O
kios,
",",O
korban,
",",O
korban,
",",O
mengancam,
",",O
melaporkan,
",",O
polisi,
",",O
keluarganya,
",",O
pelaku,
",",O
maaf,
",",O
korban,
",",O
melaporkan,
",",O
ardianysah,
",",O
aksi,
",",O
pencuriannya,
",",O
diungkap,
",",O
korban,
",",O
lantas,
",",O
rumah,
",",O
mengambil,
",",O
pisau,
",",O
dapur,
",",O
diselipkan,
",",O
pinggang,
",",O
sebelah,
",",O
kanan,
",",O
kios,
",",O
korban,
",",O
pelaku,
",",O
jengkel,
",",O
menikam,
",",O
kepala,
",",O
korban,
",",O
korban,
",",O
lari,
",",O
rumah,
",",O
ardiansyah,
",",O
situ,
",",O
menyusul,
",",O
korban,
",",O
rumah,
",",O
pelaku,
",",O
menyerang,
",",O
korban,
",",O
tewas,
",",O
pelaku,
",",O
mendekat,
",",O
arah,
",",O
korban,
",",O
mengambil,
",",O
parang,
",",O
milik,
",",O
korban,
",",O
tersimpan,
",",O
dapur,
",",O
memerangi,
",",O
korban,
",",O
korban,
",",O
meninggal,
",",O
dunia,
",",O
diberitakan,
",",O
korban,
",",O
diduga,
",",O
meninggal,
",",O
diduga,
",",O
mempertahankan,
",",O
uang,
",",O
rp,
",",O
45,
",",O
juta,
",",O
emas,
",",O
50,
",",O
gram,
",",O
polisi,
",",O
barang,
",",O
berharga,
",",O
korban,
",",O
digasak,
",",O
disembunyikan,
",",O
rumah,
",",O
korban,
",",O
kehilangan,
",",O
uang,
",",O
emas,
",",O
uangnya,
",",O
lemari,
",",O
korban,
",",O
ardiansyah,
",",O
ardianyah,
",",O
pembunuhan,
",",O
korban,
",",O
murni,
",",O
pelaku,
",",O
jengkel,
",",O
korban,
",",O
pembunuhan,
",",O
pelaku,
",",O
jengkel,
",",O
korban,
",",O
kedapatan,
",",O
mencuri,
",",O
rokok,
",",O
diancam,
",",O
korban,
",",O
lapor,
",",O
polisi,
",",O
dilaporkan,
",",O
tante,
",",O
pelaku,
",",O
pelaku,
",",O
takut,
",",O
malu,
",",O
ketahuan,
",",O
ardiansyah,
",",O
diberitakan,
",",O
korban,
",",O
ditemukan,
",",O
tergeletak,
",",O
rumahnya,
",",O
desa,
",",O
pattiro,
",",O
kecamatan,
",",O
boccoe,
",",O
bone,
",",O
0900,
",",O
wita,
",",O
senin,
",",O
143,
",",O
ditemukan,
",",O
kondisinya,
",",O
bersimbah,
",",O
darah,
",",O
diduga,
",",O
perampokan,
",",O
malam,
",",O
korban,
",",O
tinggal,
",",O
rsud,
",",O
tenriawaru,
",",O
menyebut,
",",O
murniati,
",",O
total,
",",O
mengalami,
",",O
13,
",",O
luka,
",",O
ke13,
",",O
luka,
",",O
didominasi,
",",O
luka,
",",O
kepala,
",",O
korban,
",",O
hasil,
",",O
visumnya,
",",O
kepala,
",",O
13,
",",O
titik,
",",O
luka,
",",O
kepala,
",",O
tulang,
",",O
kepala,
",",O
retak,
",",O
humas,
",",O
rsud,
",",O
tenriawaru,
",",O
ramli,
",",O
kepala,
",",O
luka,
",",O
menganga,
",",O
alis,
",",O
kiri,
",",O
korban,
",",O
telapak,
",",O
tangan,
",",O
kanan,
",",O
punggung,
",",O
luka,
",",O
tangan,
",",O
kiri,
",",O
korban,
",",O
badan,
",",O
visum,
",",O
memeriksa,
",",O
memeriksa,
",",O
memeriksa,
",",O
penyebab,
",",O
kematian,
",",O
penyebab,
",",O
kematian,
",",O
ditahu,
",",O
autopsi,
",",O
pemeriksaan,
",",O
kejiwaan,
",",O
jadwalkan,
",",O
habis,
",",O
lebaran,
",",O
pekan,
",",O
polda,
",",O
libur,
",",O
ambil,
",",O
psikologi,
",",O
polda,
",",O
periksa,
",",O
kanit,
",",O
pidum,
",",O
polres,
",",O
minahasa,
",",O
aipda,
",",O
endro,
",",O
purnomo,
",",O
konfirmasi,
",",O
pemeriksaan,
",",O
kejiwaan,
",",O
pelaku,
",",O
menghabisi,
",",O
korban,
",",O
sadis,
",",O
endro,
",",O
menemukan,
",",O
organ,
",",O
tubuh,
",",O
korban,
",",O
terpisah,
",",O
pembunuhan,
",",O
pelaku,
",",O
rk,
",",O
sabtu,
",",O
304,
",",O
0530,
",",O
wita,
",",O
terbilang,
",",O
sadis,
",",O
pelaku,
",",O
memukul,
",",O
kepala,
",",O
korban,
",",O
martil,
",",O
pecah,
",",O
tengkorak,
",",O
kepala,
",",O
pelaku,
",",O
menusuk,
",",O
korban,
",",O
gunting,
",",O
pelaku,
",",O
melukai,
",",O
dada,
",",O
korban,
",",O
menarik,
",",O
jantung,
",",O
korban,
",",O
pelaku,
",",O
menghabisi,
",",O
korban,
",",O
dinilai,
",",O
mengkhwatirkan,
",",O
membabibuta,
",",O
khawatirkan,
",",O
sambung,
",",O
endro,
",",O
rekonstruksi,
",",O
jam,
",",O
10,
",",O
pagi,
",",O
kapolrestabes,
",",O
makassar,
",",O
kombes,
",",O
budi,
",",O
haryanto,
",",O
budi,
",",O
rekonstruksi,
",",O
lokasi,
",",O
kejadian,
",",O
rekonstruksi,
",",O
pembunuhan,
",",O
runut,
",",O
sesuai,
",",O
kejadian,
",",O
kombes,
",",O
budi,
",",O
rekonstruksi,
",",O
tersangka,
",",O
iqbal,
",",O
asnan,
",",O
dihadirkan,
",",O
tersangka,
",",O
sahabuddin,
",",O
asri,
",",O
eks,
",",O
pegawai,
",",O
pemkot,
",",O
makassar,
",",O
dihadirkan,
",",O
tersangka,
",",O
oknum,
",",O
anggota,
",",O
brimob,
",",O
polda,
",",O
sulsel,
",",O
bernama,
",",O
sulaiman,
",",O
chaerul,
",",O
akmal,
",",O
tersangka,
",",O
dihadirkan,
",",O
cetus,
",",O
budi,
",",O
najamuddin,
",",O
sewang,
",",O
tewas,
",",O
ditembak,
",",O
melintas,
",",O
pertigaan,
",",O
jalan,
",",O
danaujalan,
",",O
manunggal,
",",O
22,
",",O
kecamatan,
",",O
tamalate,
",",O
makassar,
",",O
1054,
",",O
wita,
",",O
minggu,
",",O
34,
",",O
penembakan,
",",O
terekam,
",",O
kamera,
",",O
cctv,
",",O
diambil,
",",O
arah,
",",O
jalan,
",",O
manunggal,
",",O
22,
",",O
menyorot,
",",O
jalan,
",",O
danau,
",",O
tanjung,
",",O
bunga,
",",O
cctv,
",",O
berdurasi,
",",O
menit,
",",O
20,
",",O
lokasi,
",",O
kejadian,
",",O
pertigaan,
",",O
jalan,
",",O
masjid,
",",O
cheng,
",",O
hoo,
",",O
maccini,
",",O
sombala,
",",O
kecamatan,
",",O
tamalate,
",",O
kota,
",",O
makassar,
",",O
video,
",",O
menampilkan,
",",O
mobil,
",",O
minibus,
",",O
melintas,
",",O
korban,
",",O
melintas,
",",O
mengenakan,
",",O
sepeda,
",",O
motor,
",",O
berjaket,
",",O
cokelat,
",",O
pengendara,
",",O
motor,
",",O
berjaket,
",",O
kuning,
",",O
mendahului,
",",O
korban,
",",O
korban,
",",O
didahului,
",",O
pengendara,
",",O
motor,
",",O
korban,
",",O
tibatiba,
",",O
kehilangan,
",",O
keseimbangan,
",",O
petugas,
",",O
dishub,
",",O
makassar,
",",O
oleng,
",",O
arah,
",",O
kanan,
",",O
terjatuh,
",",O
jalan,
",",O
korban,
",",O
terjatuh,
",",O
bergerak,
",",O
berupaya,
",",O
bangkit,
",",O
pengguna,
",",O
jalan,
",",O
korban,
",",O
terjatuh,
",",O
mendekati,
",",O
korban,
",",O
berdaya,
",",O
diamankan,
",",O
pinggir,
",",O
jalan,
",",O
kasatpol,
",",O
makassar,
",",O
muhammad,
",",O
iqbal,
",",O
asnan,
",",O
geger,
",",O
ditangkap,
",",O
terkait,
",",O
pembunuhan,
",",O
najamuddin,
",",O
iqbal,
",",O
dalang,
",",O
mengotaki,
",",O
pembunuhan,
",",O
najamuddin,
",",O
iqbal,
",",O
asnan,
",",O
diringkus,
",",O
jalan,
",",O
muhammad,
",",O
tahir,
",",O
makassar,
",",O
1600,
",",O
wita,
",",O
sabtu,
",",O
164,
",",O
iqbal,
",",O
digelandang,
",",O
markas,
",",O
brimob,
",",O
polda,
",",O
sulsel,
",",O
jalan,
",",O
ks,
",",O
tubun,
",",O
kasatpol,
",",O
iqbal,
",",O
ditangkap,
",",O
kombes,
",",O
budi,
",",O
haryanto,
",",O
budi,
",",O
iqbal,
",",O
asnan,
",",O
terlibat,
",",O
cinta,
",",O
segitiga,
",",O
korban,
",",O
najamuddin,
",",O
iqbal,
",",O
sakit,
",",O
hati,
",",O
merencanakan,
",",O
pembunuhan,
",",O
korban,
",",O
motif,
",",O
pelaku,
",",O
cinta,
",",O
segitiga,
",",O
budi,
",",O
budi,
",",O
penembakan,
",",O
maut,
",",O
kaitannya,
",",O
instansi,
",",O
murni,
",",O
permasalahan,
",",O
pribadi,
",",O
korban,
",",O
pelaku,
",",O
motif,
",",O
pribadi,
",",O
kombes,
",",O
budi,
",",O
haryanto,
",",O
iqbal,
",",O
asnan,
",",O
pembunuhan,
",",O
dibantu,
",",O
oknum,
",",O
polisi,
",",O
brimob,
",",O
bernama,
",",O
sulaiman,
",",O
chaerul,
",",O
akmal,
",",O
sulaiman,
",",O
eksekutor,
",",O
penembakan,
",",O
akmal,
",",O
pemilik,
",",O
senjata,
",",O
api,
",",O
menembak,
",",O
korban,
",",O
oknum,
",",O
polri,
",",O
kabid,
",",O
humas,
",",O
polda,
",",O
sulsel,
",",O
kombes,
",",O
komang,
",",O
suartana,
",",O
suartana,
",",O
oknum,
",",O
polisi,
",",O
terlibat,
",",O
pembunuhan,
",",O
masingmasing,
",",O
berinisial,
",",O
sl,
",",O
eksekutor,
",",O
penembakan,
",",O
polisi,
",",O
ditulis,
",",O
hkm,
",",O
alias,
",",O
akm,
",",O
kendati,
",",O
peran,
",",O
polisi,
",",O
terungkap,
",",O
spesifik,
",",O
membantu,
",",O
eksekutor,
",",O
intinya,
",",O
membantu,
",",O
pembunuhan,
",",O
kombes,
",",O
suartana,
",",O
oknum,
",",O
polisi,
",",O
iqbal,
",",O
asnan,
",",O
dibantu,
",",O
oknum,
",",O
pemkot,
",",O
makassar,
",",O
pembunuhan,
",",O
masingmasing,
",",O
berinisial,
",",O
oknumnya,
",",O
pemda,
",",O
kepala,
",",O
satpol,
",",O
iqbal,
",",O
asnan,
",",O
suartana,
",",O
pelaku,
",",O
pencurian,
",",O
sepeda,
",",O
motor,
",",O
amankan,
",",O
aksinya,
",",O
salah,
",",O
rekan,
",",O
pelaku,
",",O
korban,
",",O
terkait,
",",O
oral,
",",O
seks,
",",O
kapolsek,
",",O
ujung,
",",O
pandang,
",",O
kompol,
",",O
ardy,
",",O
yusuf,
",",O
keterangannya,
",",O
ardy,
",",O
pelaku,
",",O
diamankan,
",",O
jalan,
",",O
balai,
",",O
kota,
",",O
makassar,
",",O
selasa,
",",O
malam,
",",O
244,
",",O
polisi,
",",O
mengamankan,
",",O
unit,
",",O
sepeda,
",",O
motor,
",",O
hasil,
",",O
curian,
",",O
pelaku,
",",O
pelaku,
",",O
berhasil,
",",O
mengamankan,
",",O
barang,
",",O
bukti,
",",O
unit,
",",O
motor,
",",O
yamaha,
",",O
fino,
",",O
dd,
",",O
5848,
",",O
pelaku,
",",O
beserta,
",",O
barang,
",",O
bukti,
",",O
diamankan,
",",O
kantor,
",",O
kompol,
",",O
ardy,
",",O
korban,
",",O
inisial,
",",O
memarkir,
",",O
sepeda,
",",O
motornya,
",",O
jalan,
",",O
slamet,
",",O
ryadi,
",",O
berjalan,
",",O
kaki,
",",O
taman,
",",O
macan,
",",O
menemui,
",",O
pria,
",",O
berinisial,
",",O
mengajaknya,
",",O
berbuat,
",",O
mesum,
",",O
parkir,
",",O
kendaraannya,
",",O
korban,
",",O
bermain,
",",O
skateboard,
",",O
taman,
",",O
macan,
",",O
korban,
",",O
bertanyatanya,
",",O
mengajak,
",",O
berbuat,
",",O
mesum,
",",O
oral,
",",O
sex,
",",O
mendengar,
",",O
ajakan,
",",O
korban,
",",O
mengenal,
",",O
korban,
",",O
lantas,
",",O
menolak,
",",O
memilih,
",",O
pergi,
",",O
menghalangi,
",",O
cekcok,
",",O
berkelahi,
",",O
perkelahian,
",",O
bantuan,
",",O
rekanrekannya,
",",O
rekan,
",",O
lantas,
",",O
membantu,
",",O
pelaku,
",",O
fandi,
",",O
ishak,
",",O
zulkifli,
",",O
bantuan,
",",O
temannya,
",",O
grup,
",",O
datanglah,
",",O
temannya,
",",O
pelaku,
",",O
fandi,
",",O
ishak,
",",O
zulkifli,
",",O
sose,
",",O
untungnya,
",",O
korban,
",",O
kabur,
",",O
tinggalkan,
",",O
motornya,
",",O
parkir,
",",O
bebernya,
",",O
situ,
",",O
niat,
",",O
jahat,
",",O
membawa,
",",O
kabur,
",",O
motor,
",",O
milik,
",",O
muncul,
",",O
benak,
",",O
pelaku,
",",O
membawa,
",",O
kabur,
",",O
motor,
",",O
tempat,
",",O
timbul,
",",O
niat,
",",O
pelaku,
",",O
mengambil,
",",O
sepeda,
",",O
motor,
",",O
korban,
",",O
menyimpannya,
",",O
samping,
",",O
museum,
",",O
berselang,
",",O
menit,
",",O
korban,
",",O
jalan,
",",O
slamet,
",",O
ryadi,
",",O
mengambil,
",",O
sepeda,
",",O
motornya,
",",O
tenyata,
",",O
sepeda,
",",O
motor,
",",O
miliknya,
",",O
hilang,
",",O
korban,
",",O
mengambil,
",",O
sepeda,
",",O
motornya,
",",O
hilang,
",",O
melaporkan,
",",O
peristiwa,
",",O
ardy,
",",O
28,
",",O
unit,
",",O
kendaraan,
",",O
roda,
",",O
berhasil,
",",O
diamankan,
",",O
tersangka,
",",O
kapolres,
",",O
luwu,
",",O
utara,
",",O
akbp,
",",O
alfian,
",",O
nurnas,
",",O
alfian,
",",O
melancarkan,
",",O
aksinya,
",",O
februari,
",",O
2021,
",",O
maret,
",",O
2022,
",",O
menyasar,
",",O
kendaraan,
",",O
warga,
",",O
wilayah,
",",O
kecamatan,
",",O
sukamaju,
",",O
kecamatan,
",",O
bonebone,
",",O
luwu,
",",O
utara,
",",O
menjalankan,
",",O
aksi,
",",O
peran,
",",O
berbeda,
",",O
bertugas,
",",O
berjagajaga,
",",O
jalan,
",",O
mengecek,
",",O
motor,
",",O
sasaran,
",",O
alfian,
",",O
nurnas,
",",O
alfian,
",",O
pelaku,
",",O
berkeliling,
",",O
wilayah,
",",O
bonebone,
",",O
sukamaju,
",",O
pelaku,
",",O
kerap,
",",O
mengincar,
",",O
kendaraan,
",",O
terparkir,
",",O
teras,
",",O
rumah,
",",O
warga,
",",O
motor,
",",O
terkunci,
",",O
leher,
",",O
sasaran,
",",O
empuk,
",",O
pelaku,
",",O
alfian,
",",O
nurnas,
",",O
membeberkanpenangkapan,
",",O
tersangka,
",",O
rekaman,
",",O
cctv,
",",O
merekam,
",",O
aksi,
",",O
pencurian,
",",O
menyebut,
",",O
28,
",",O
unit,
",",O
motor,
",",O
disita,
",",O
dikejar,
",",O
polisi,
",",O
kabupaten,
",",O
kolaka,
",",O
utara,
",",O
kecamatan,
",",O
tomoni,
",",O
burau,
",",O
kabupaten,
",",O
luwu,
",",O
timur,
",",O
polisi,
",",O
berharap,
",",O
masyarakat,
",",O
waspada,
",",O
tindak,
",",O
kejahatan,
",",O
pencurian,
",",O
memperhatikan,
",",O
keamanan,
",",O
kendaraan,
",",O
salah,
",",O
satunya,
",",O
warga,
",",O
perangkat,
",",O
kunci,
",",O
lupa,
",",O
mengunci,
",",O
leher,
",",O
kendaraan,
",",O
terparkir,
",",O
49,
",",O
gram,
",",O
emas,
",",O
permata,
",",O
hilang,
",",O
kerabat,
",",O
korban,
",",O
ami,
",",O
ks,
",",O
dalle,
",",O
aksi,
",",O
pencurian,
",",O
dusun,
",",O
amessangeng,
",",O
desa,
",",O
goarie,
",",O
kecamatan,
",",O
marioriwawo,
",",O
kabupaten,
",",O
soppeng,
",",O
rabu,
",",O
2552022,
",",O
ami,
",",O
pencurinya,
",",O
diduga,
",",O
melancarkan,
",",O
aksinya,
",",O
pelaku,
",",O
tugas,
",",O
pelaku,
",",O
berpurapura,
",",O
memperbaiki,
",",O
kompor,
",",O
gas,
",",O
menunggu,
",",O
rumah,
",",O
korban,
",",O
rumah,
",",O
informasi,
",",O
dihimpun,
",",O
aksi,
",",O
pencurian,
",",O
dusun,
",",O
amessangeng,
",",O
pencuri,
",",O
membidik,
",",O
rumah,
",",O
ditinggali,
",",O
korban,
",",O
kampung,
",",O
ratarata,
",",O
tinggal,
",",O
rumahnya,
",",O
melapor,
",",O
polisi,
",",O
ami,
",",O
terpisah,
",",O
kapolres,
",",O
soppeng,
",",O
akbp,
",",O
santiaji,
",",O
kartasasmita,
",",O
mempersilakan,
",",O
korban,
",",O
melaporkannya,
",",O
kantor,
",",O
polisi,
",",O
mengatensi,
",",O
korban,
",",O
laporkan,
",",O
polres,
",",O
soppeng,
",",O
lidik,
",",O
santiaji,
",",O
masyarakat,
",",O
soppeng,
",",O
berhatihati,
",",O
menerima,
",",O
tamu,
",",O
menerima,
",",O
tamu,
",",O
dikenali,
",",O
antisipasi,
",",O
kejadian,
",",O
amessangeng,
",",O
daerah,
",",O
penadah,
",",O
10,
",",O
pelaku,
",",O
hasil,
",",O
pencurian,
",",O
gudang,
",",O
kota,
",",O
balikpapan,
",",O
kapolres,
",",O
balikpapan,
",",O
kombes,
",",O
thirdy,
",",O
hadmiarso,
",",O
pencurian,
",",O
gudang,
",",O
kosong,
",",O
milik,
",",O
iy,
",",O
jalan,
",",O
mt,
",",O
haryono,
",",O
balikpapan,
",",O
komplotan,
",",O
15,
",",O
beraksi,
",",O
maret,
",",O
mei,
",",O
2022,
",",O
kejadian,
",",O
berulangulang,
",",O
bergantian,
",",O
kombes,
",",O
thirdy,
",",O
terbongkar,
",",O
pemilik,
",",O
iy,
",",O
menangkap,
",",O
basah,
",",O
pelaku,
",",O
menyatroni,
",",O
gudang,
",",O
miliknya,
",",O
truk,
",",O
thirdy,
",",O
otak,
",",O
pelaku,
",",O
rekannya,
",",O
pencurian,
",",O
mencongkel,
",",O
gudang,
",",O
milik,
",",O
iy,
",",O
dijaga,
",",O
gudang,
",",O
penjaga,
",",O
pelaku,
",",O
mencongkel,
",",O
gudang,
",",O
tempat,
",",O
pencurian,
",",O
menjarah,
",",O
barangbarang,
",",O
milik,
",",O
korban,
",",O
truk,
",",O
sewaan,
",",O
bebernya,
",",O
