token_0,BIO_tag_0
jembatan,
",",O
suramadu,
",",O
kehilangan,
",",O
momen,
",",O
mahur,
",",O
keempat,
",",O
saudaranya,
",",O
menunggangi,
",",O
motornya,
",",O
masingmasing,
",",O
mengejar,
",",O
pelaku,
",",O
polres,
",",O
bangkalan,
",",O
proses,
",",O
kasusnya,
",",O
curanmor,
",",O
terang,
",",O
kasat,
",",O
reskrim,
",",O
polres,
",",O
bangkalan,
",",O
akp,
",",O
sigit,
",",O
nursiyo,
",",O
dwiyugo,
",",O
rabu,
",",O
6102021,
",",O
sigit,
",",O
motor,
",",O
dibakar,
",",O
motor,
",",O
hasil,
",",O
kejahatan,
",",O
motor,
",",O
korban,
",",O
motornya,
",",O
nama,
",",O
hasil,
",",O
nyuri,
",",O
pas,
",",O
kejadian,
",",O
beber,
",",O
sigit,
",",O
sigit,
",",O
menyelidiki,
",",O
massa,
",",O
terlibat,
",",O
membakar,
",",O
korban,
",",O
namanama,
",",O
terlibat,
",",O
dikantongi,
",",O
dicari,
",",O
mempertanggungjawabkan,
",",O
perbuatannya,
",",O
selidiki,
",",O
cari,
",",O
mempertanggungjawabkan,
",",O
pencurian,
",",O
menghilangkan,
",",O
nyawa,
",",O
salah,
",",O
dipanggil,
",",O
dalami,
",",O
mengumpulkan,
",",O
keterangan,
",",O
saksisaksi,
",",O
sigit,
",",O
terduga,
",",O
maling,
",",O
motor,
",",O
curanmor,
",",O
tewas,
",",O
dibakar,
",",O
massa,
",",O
peristiwa,
",",O
desa,
",",O
rabesen,
",",O
kecamatan,
",",O
kwanyar,
",",O
bangkalan,
",",O
madura,
",",O
kapolsek,
",",O
kwanyar,
",",O
iptu,
",",O
mansur,
",",O
dikonfirmasi,
",",O
membenarkan,
",",O
kejadian,
",",O
mansur,
",",O
peristiwa,
",",O
0200,
",",O
wib,
",",O
kejadiannya,
",",O
0200,
",",O
wib,
",",O
massa,
",",O
pelaku,
",",O
dibakar,
",",O
motornya,
",",O
mansur,
",",O
5102021,
",",O
video,
",",O
maling,
",",O
sepeda,
",",O
beraksi,
",",O
perumahan,
",",O
elite,
",",O
garut,
",",O
iwdiwd,
",",O
pembunuhan,
",",O
manukan,
",",O
tama,
",",O
kecamatan,
",",O
tandes,
",",O
polsek,
",",O
tandes,
",",O
satreskrim,
",",O
polrestabes,
",",O
surabaya,
",",O
olah,
",",O
tkp,
",",O
dilaksanakan,
",",O
kapolsek,
",",O
tandes,
",",O
kompol,
",",O
hendri,
",",O
ibnu,
",",O
indarto,
",",O
wartawan,
",",O
lokasi,
",",O
jumat,
",",O
712022,
",",O
pria,
",",O
berusia,
",",O
65,
",",O
bernama,
",",O
suryatyo,
",",O
tewas,
",",O
ruko,
",",O
huni,
",",O
istrinya,
",",O
ruko,
",",O
tempat,
",",O
isi,
",",O
ulang,
",",O
air,
",",O
mineral,
",",O
hendri,
",",O
menyebut,
",",O
pria,
",",O
tewas,
",",O
korban,
",",O
pembunuhan,
",",O
ditemukan,
",",O
luka,
",",O
akibat,
",",O
senjata,
",",O
tajam,
",",O
diduga,
",",O
tewasnya,
",",O
korban,
",",O
diawali,
",",O
perampokan,
",",O
ruko,
",",O
miliknya,
",",O
polisi,
",",O
menyebut,
",",O
barang,
",",O
hilang,
",",O
ruko,
",",O
kejadian,
",",O
pembunuhan,
",",O
subuh,
",",O
0500,
",",O
wib,
",",O
luka,
",",O
bekas,
",",O
tusukan,
",",O
senjata,
",",O
sajam,
",",O
doakan,
",",O
doakan,
",",O
pelaku,
",",O
imbuh,
",",O
hendri,
",",O
hendri,
",",O
menyebut,
",",O
menyelidiki,
",",O
pembunuhan,
",",O
diikuti,
",",O
perampokan,
",",O
hendri,
",",O
membeberkan,
",",O
polisi,
",",O
mendalami,
",",O
menurutnya,
",",O
saksi,
",",O
kunci,
",",O
istri,
",",O
korban,
",",O
motif,
",",O
dalami,
",",O
laksanakan,
",",O
pendalaman,
",",O
menangkap,
",",O
pelakunya,
",",O
selamat,
",",O
saksi,
",",O
istrinya,
",",O
dalami,
",",O
hidup,
",",O
mudahmudahan,
",",O
titik,
",",O
terang,
",",O
hendri,
",",O
hendri,
",",O
polisi,
",",O
mengumpulkan,
",",O
rekaman,
",",O
cctv,
",",O
barang,
",",O
bukti,
",",O
pastinya,
",",O
lakukan,
",",O
penyelidikan,
",",O
cctv,
",",O
bukti,
",",O
kesimpulannya,
",",O
perampokan,
",",O
tidakkita,
",",O
dalami,
",",O
laporan,
",",O
tkp,
",",O
pembunuhan,
",",O
laporan,
",",O
hendri,
",",O
iwdiwd,
",",O
menyelidiki,
",",O
mencari,
",",O
pelaku,
",",O
pembakaran,
",",O
kabid,
",",O
humas,
",",O
polda,
",",O
jatim,
",",O
kombes,
",",O
gatot,
",",O
repli,
",",O
handoko,
",",O
selasa,
",",O
5102021,
",",O
gatot,
",",O
menyebut,
",",O
korban,
",",O
tewas,
",",O
dibakar,
",",O
identitasnya,
",",O
dicari,
",",O
menurutnya,
",",O
korban,
",",O
terduga,
",",O
curanmor,
",",O
dicari,
",",O
identitasnya,
",",O
kerangka,
",",O
kendaraannya,
",",O
dibakar,
",",O
motornya,
",",O
hasil,
",",O
curian,
",",O
paparnya,
",",O
mengimbau,
",",O
warga,
",",O
menangkap,
",",O
terduga,
",",O
pelaku,
",",O
kejahatan,
",",O
diserahkan,
",",O
polisi,
",",O
main,
",",O
hakim,
",",O
gatot,
",",O
terduga,
",",O
maling,
",",O
motor,
",",O
curanmor,
",",O
tewas,
",",O
dibakar,
",",O
massa,
",",O
peristiwa,
",",O
desa,
",",O
rabesen,
",",O
kecamatan,
",",O
kwanyar,
",",O
bangkalan,
",",O
madura,
",",O
kapolsek,
",",O
kwanyar,
",",O
iptu,
",",O
mansur,
",",O
dikonfirmasi,
",",O
membenarkan,
",",O
kejadian,
",",O
mansur,
",",O
peristiwa,
",",O
0200,
",",O
wib,
",",O
kejadiannya,
",",O
0200,
",",O
wib,
",",O
massa,
",",O
pelaku,
",",O
curanmor,
",",O
dibakar,
",",O
motornya,
",",O
mansur,
",",O
5102021,
",",O
iwdiwd,
",",O
19,
",",O
anggota,
",",O
komplotan,
",",O
spesialis,
",",O
pembobol,
",",O
gudang,
",",O
kota,
",",O
balikpapan,
",",O
kalimantan,
",",O
timur,
",",O
kaltim,
",",O
ditangkap,
",",O
polisi,
",",O
pelaku,
",",O
menggasak,
",",O
isi,
",",O
gudang,
",",O
kayu,
",",O
ulin,
",",O
genset,
",",O
mesin,
",",O
las,
",",O
senilai,
",",O
rp,
",",O
miliar,
",",O
penadah,
",",O
10,
",",O
pelaku,
",",O
hasil,
",",O
pencurian,
",",O
gudang,
",",O
kota,
",",O
balikpapan,
",",O
kapolres,
",",O
balikpapan,
",",O
kombes,
",",O
thirdy,
",",O
hadmiarso,
",",O
rabu,
",",O
1852022,
",",O
pencurian,
",",O
gudang,
",",O
kosong,
",",O
milik,
",",O
iy,
",",O
jalan,
",",O
mt,
",",O
haryono,
",",O
balikpapan,
",",O
komplotan,
",",O
15,
",",O
beraksi,
",",O
maret,
",",O
mei,
",",O
2022,
",",O
kejadian,
",",O
berulangulang,
",",O
bergantian,
",",O
kombes,
",",O
thirdy,
",",O
terbongkar,
",",O
pemilik,
",",O
iy,
",",O
menangkap,
",",O
basah,
",",O
pelaku,
",",O
menyatroni,
",",O
gudang,
",",O
miliknya,
",",O
truk,
",",O
thirdy,
",",O
otak,
",",O
pelaku,
",",O
rekannya,
",",O
pencurian,
",",O
mencongkel,
",",O
gudang,
",",O
milik,
",",O
iy,
",",O
dijaga,
",",O
gudang,
",",O
penjaga,
",",O
pelaku,
",",O
mencongkel,
",",O
gudang,
",",O
tempat,
",",O
pencurian,
",",O
menjarah,
",",O
barangbarang,
",",O
milik,
",",O
korban,
",",O
truk,
",",O
sewaan,
",",O
bebernya,
",",O
hasil,
",",O
pencurian,
",",O
pelaku,
",",O
berhasil,
",",O
meraup,
",",O
rp,
",",O
miliar,
",",O
barangbarang,
",",O
gudang,
",",O
memiliki,
",",O
nilai,
",",O
jual,
",",O
pelaku,
",",O
mengambil,
",",O
bahanbahan,
",",O
kerangka,
",",O
bangunan,
",",O
balok,
",",O
kayu,
",",O
ulin,
",",O
genset,
",",O
mesin,
",",O
las,
",",O
lainlain,
",",O
berulangulang,
",",O
kerugian,
",",O
total,
",",O
sekita,
",",O
19,
",",O
pelaku,
",",O
digelandang,
",",O
mapolres,
",",O
balikpapan,
",",O
polisi,
",",O
masig,
",",O
pengejaran,
",",O
rekan,
",",O
pelaku,
",",O
lakukan,
",",O
pencarian,
",",O
daftar,
",",O
dpo,
",",O
pelaku,
",",O
amankan,
",",O
polres,
",",O
balikpapan,
",",O
pelaku,
",",O
pencuri,
",",O
sepeda,
",",O
motor,
",",O
milik,
",",O
mahasiswa,
",",O
universitas,
",",O
sumatera,
",",O
utara,
",",O
usu,
",",O
dihajar,
",",O
massa,
",",O
pelaku,
",",O
aksinya,
",",O
jalan,
",",O
pasar,
",",O
vii,
",",O
kecamatan,
",",O
medan,
",",O
selayang,
",",O
medan,
",",O
kapolsek,
",",O
sunggal,
",",O
kompol,
",",O
chandra,
",",O
yudha,
",",O
aksi,
",",O
pencurian,
",",O
minggu,
",",O
56,
",",O
kemarin,
",",O
pelaku,
",",O
bernama,
",",O
faisal,
",",O
manik,
",",O
25,
",",O
warga,
",",O
jalan,
",",O
setia,
",",O
budi,
",",O
ibrahim,
",",O
simamora,
",",O
37,
",",O
warga,
",",O
jalan,
",",O
medan,
",",O
binjai,
",",O
kejadiannya,
",",O
1600,
",",O
wib,
",",O
korbannya,
",",O
mahasiswa,
",",O
bernama,
",",O
arpin,
",",O
ekin,
",",O
suranta,
",",O
ginting,
",",O
27,
",",O
chandra,
",",O
senin,
",",O
662022,
",",O
mengalami,
",",O
lukaluka,
",",O
akibat,
",",O
dihajar,
",",O
massa,
",",O
pria,
",",O
dilarikan,
",",O
rumah,
",",O
sakit,
",",O
dibawa,
",",O
rs,
",",O
bhayangkara,
",",O
menjalani,
",",O
perawatan,
",",O
medis,
",",O
saksi,
",",O
robby,
",",O
niska,
",",O
menceritakan,
",",O
arpin,
",",O
mahasiswa,
",",O
usu,
",",O
driver,
",",O
ojek,
",",O
online,
",",O
waktu,
",",O
arpin,
",",O
duduk,
",",O
warung,
",",O
kopi,
",",O
menunggu,
",",O
orderan,
",",O
driver,
",",O
ojek,
",",O
online,
",",O
parkir,
",",O
sepeda,
",",O
motornya,
",",O
gang,
",",O
pas,
",",O
samping,
",",O
warung,
",",O
salah,
",",O
pelaku,
",",O
mematahkan,
",",O
stang,
",",O
sepeda,
",",O
motornya,
",",O
aksi,
",",O
pelaku,
",",O
warga,
",",O
mengenali,
",",O
motor,
",",O
arpin,
",",O
diteriaki,
",",O
maling,
",",O
pelaku,
",",O
lari,
",",O
kawannya,
",",O
nunggu,
",",O
seberang,
",",O
jalan,
",",O
pelaku,
",",O
dikejar,
",",O
warga,
",",O
arah,
",",O
fly,
",",O
over,
",",O
jamin,
",",O
ginting,
",",O
tepatnya,
",",O
rumah,
",",O
makan,
",",O
olakisat,
",",O
pelaku,
",",O
berhasil,
",",O
ditangkap,
",",O
warga,
",",O
dihajar,
",",O
massa,
",",O
ditarik,
",",O
pasar,
",",O
vii,
",",O
pelaku,
",",O
diikat,
",",O
warga,
",",O
dihajar,
",",O
massa,
",",O
polisi,
",",O
kasihan,
",",O
korbannya,
",",O
wisuda,
",",O
motornya,
",",O
ditahan,
",",O
proses,
",",O
hukum,
",",O
kepolisian,
",",O
tutupnya,
",",O
pria,
",",O
kabupaten,
",",O
bone,
",",O
sulawesi,
",",O
selatan,
",",O
sulsel,
",",O
ditangkap,
",",O
polisi,
",",O
pencurian,
",",O
uang,
",",O
milik,
",",O
wakil,
",",O
ketua,
",",O
dprd,
",",O
bone,
",",O
andi,
",",O
wahyudi,
",",O
taqwa,
",",O
senilai,
",",O
rp,
",",O
640,
",",O
juta,
",",O
pelaku,
",",O
tetangga,
",",O
korban,
",",O
terungkap,
",",O
menghabiskan,
",",O
uang,
",",O
curiannya,
",",O
foyafoya,
",",O
laporan,
",",O
kehilangan,
",",O
uang,
",",O
wakil,
",",O
ketua,
",",O
dprd,
",",O
bone,
",",O
rp,
",",O
640,
",",O
juta,
",",O
korban,
",",O
melapor,
",",O
kapolsek,
",",O
tanete,
",",O
riattang,
",",O
kompol,
",",O
andi,
",",O
iqbal,
",",O
detiksulse,
",",O
rabu,
",",O
2552022,
",",O
keempat,
",",O
pelaku,
",",O
pencurian,
",",O
masingmasing,
",",O
berinisial,
",",O
16,
",",O
19,
",",O
25,
",",O
17,
",",O
ditangkap,
",",O
kediamannya,
",",O
masingmasing,
",",O
selasa,
",",O
105,
",",O
keempat,
",",O
pelaku,
",",O
tetangga,
",",O
korban,
",",O
wilayah,
",",O
tanete,
",",O
riattang,
",",O
diamankan,
",",O
anakanak,
",",O
rumahnya,
",",O
umur,
",",O
kompol,
",",O
andi,
",",O
iqbal,
",",O
andi,
",",O
pencurian,
",",O
dialami,
",",O
korban,
",",O
desember,
",",O
2021,
",",O
rumahnya,
",",O
wilayah,
",",O
tante,
",",O
riattang,
",",O
korban,
",",O
keempat,
",",O
pelaku,
",",O
melaporkannya,
",",O
polisi,
",",O
andi,
",",O
korban,
",",O
rugi,
",",O
pelaku,
",",O
rp,
",",O
640,
",",O
juta,
",",O
dicuri,
",",O
rumah,
",",O
korban,
",",O
pelaku,
",",O
mengembalikan,
",",O
rp,
",",O
100,
",",O
juta,
",",O
dicari,
",",O
korban,
",",O
rp,
",",O
540,
",",O
juta,
",",O
uang,
",",O
korban,
",",O
dicuri,
",",O
pelaku,
",",O
berfoyafoya,
",",O
uang,
",",O
rp,
",",O
100,
",",O
juta,
",",O
dikembalikan,
",",O
korban,
",",O
sisa,
",",O
rp,
",",O
640,
",",O
juta,
",",O
pakai,
",",O
foyafoya,
",",O
uangnya,
",",O
kasih,
",",O
rp,
",",O
100,
",",O
juta,
",",O
wakil,
",",O
kompol,
",",O
andi,
",",O
andi,
",",O
pelaku,
",",O
tetangga,
",",O
korban,
",",O
rumah,
",",O
korban,
",",O
berkumpul,
",",O
anakanaknya,
",",O
situ,
",",O
kumpulkumpul,
",",O
korban,
",",O
andi,
",",O
wahyudi,
",",O
taqwa,
",",O
pelaku,
",",O
digelandang,
",",O
mapolsek,
",",O
tenete,
",",O
riattang,
",",O
polisi,
",",O
mengamankan,
",",O
barang,
",",O
bukti,
",",O
unit,
",",O
sepeda,
",",O
motor,
",",O
motor,
",",O
diamankan,
",",O
akbp,
",",O
mustari,
",",O
dipecat,
",",O
hormat,
",",O
polda,
",",O
sulawesi,
",",O
selatan,
",",O
diduga,
",",O
memperkosa,
",",O
remaja,
",",O
putri,
",",O
12,
",",O
komisi,
",",O
kepolisian,
",",O
nasional,
",",O
kompolnas,
",",O
mengapresiasi,
",",O
ketegasan,
",",O
polda,
",",O
sulsel,
",",O
kompolnas,
",",O
mendukung,
",",O
ketegasan,
",",O
polda,
",",O
sulsel,
",",O
memproses,
",",O
hukum,
",",O
akbp,
",",O
proses,
",",O
pidana,
",",O
status,
",",O
tersangka,
",",O
uu,
",",O
perlindungan,
",",O
anak,
",",O
proses,
",",O
etik,
",",O
menyidangkan,
",",O
menjatuhkan,
",",O
sanksi,
",",O
ptdh,
",",O
komisioner,
",",O
kompolnas,
",",O
poengky,
",",O
indarti,
",",O
wartawan,
",",O
jumat,
",",O
1132022,
",",O
poengky,
",",O
tindakan,
",",O
kekerasan,
",",O
seksual,
",",O
akbp,
",",O
mustari,
",",O
mencoreng,
",",O
citra,
",",O
polisi,
",",O
dugaan,
",",O
kekerasan,
",",O
seksual,
",",O
pelaku,
",",O
korban,
",",O
kejam,
",",O
merusak,
",",O
nama,
",",O
institusi,
",",O
polri,
",",O
nila,
",",O
setitik,
",",O
rusak,
",",O
susu,
",",O
sebelanga,
",",O
poengky,
",",O
berharap,
",",O
proses,
",",O
penyidikan,
",",O
pidana,
",",O
berjalan,
",",O
transparan,
",",O
den,
",",O
profesional,
",",O
akbp,
",",O
mustari,
",",O
dihukum,
",",O
berat,
",",O
berharap,
",",O
proses,
",",O
penyidikan,
",",O
pidana,
",",O
berjalan,
",",O
lancar,
",",O
profesional,
",",O
transparan,
",",O
akuntabel,
",",O
dukungan,
",",O
scientific,
",",O
crime,
",",O
investigation,
",",O
hasilnya,
",",O
valid,
",",O
berharap,
",",O
dugaan,
",",O
korbankorban,
",",O
laporkan,
",",O
polda,
",",O
sulsel,
",",O
diproses,
",",O
bersangkutan,
",",O
aparat,
",",O
penegak,
",",O
hukum,
",",O
melindungi,
",",O
korban,
",",O
kejahatan,
",",O
kejam,
",",O
memperkosa,
",",O
korban,
",",O
berkalikali,
",",O
layak,
",",O
dihukum,
",",O
pemberatan,
",",O
poengky,
",",O
akbp,
",",O
mustari,
",",O
dipecat,
",",O
polisi,
",",O
sulsel,
",",O
akbp,
",",O
mustari,
",",O
tersangka,
",",O
pemerkosa,
",",O
menjadikan,
",",O
remaja,
",",O
putri,
",",O
budak,
",",O
seks,
",",O
dipecat,
",",O
hormat,
",",O
sanksi,
",",O
pemberhentian,
",",O
hormat,
",",O
ptdh,
",",O
akbp,
",",O
mustari,
",",O
diputuskan,
",",O
sidang,
",",O
etik,
",",O
propam,
",",O
polda,
",",O
sulsel,
",",O
hasilnya,
",",O
menjatuhkan,
",",O
sanksi,
",",O
sanksi,
",",O
sifatnya,
",",O
administratif,
",",O
perilaku,
",",O
pelanggaran,
",",O
dinyatakan,
",",O
perbuatan,
",",O
tercela,
",",O
ketua,
",",O
sidang,
",",O
kode,
",",O
etik,
",",O
kombes,
",",O
afriandi,
",",O
mapolda,
",",O
sulsel,
",",O
dikutip,
",",O
jumat,
",",O
1132022,
",",O
sanksi,
",",O
sifatnya,
",",O
administratif,
",",O
direkomendasikan,
",",O
pemberhentian,
",",O
hormat,
",",O
ptdh,
",",O
dinas,
",",O
kepolisian,
",",O
negara,
",",O
republik,
",",O
indonesia,
",",O
sambung,
",",O
afriandi,
",",O
afriandi,
",",O
akbp,
",",O
mustari,
",",O
resmi,
",",O
dipecat,
",",O
berdasarkan,
",",O
hasil,
",",O
sidang,
",",O
kode,
",",O
etik,
",",O
terduga,
",",O
pelanggar,
",",O
akbp,
",",O
mustari,
",",O
terbukti,
",",O
melanggar,
",",O
kode,
",",O
etik,
",",O
profesi,
",",O
polri,
",",O
melanggar,
",",O
pasal,
",",O
ayat,
",",O
huruf,
",",O
peraturan,
",",O
kapolri,
",",O
perkap,
",",O
nomor,
",",O
14,
",",O
2011,
",",O
kode,
",",O
etik,
",",O
profesi,
",",O
polri,
",",O
afriandi,
",",O
diduga,
",",O
perkosa,
",",O
remaja,
",",O
putri,
",",O
12,
",",O
akbp,
",",O
mustari,
",",O
diduga,
",",O
memperkosa,
",",O
korban,
",",O
12,
",",O
terungkap,
",",O
dibacakan,
",",O
kabid,
",",O
propam,
",",O
polda,
",",O
sulsel,
",",O
kombes,
",",O
agoeng,
",",O
adi,
",",O
koerniawan,
",",O
oktober,
",",O
2021,
",",O
25,
",",O
februari,
",",O
2022,
",",O
mustari,
",",O
hubungan,
",",O
badan,
",",O
layaknya,
",",O
suamiistri,
",",O
perbuatan,
",",O
cabul,
",",O
total,
",",O
12,
",",O
saksi,
",",O
korban,
",",O
agoeng,
",",O
persidangan,
",",O
agoeng,
",",O
oktober,
",",O
2021,
",",O
akbp,
",",O
mustari,
",",O
diduga,
",",O
memperkosa,
",",O
korban,
",",O
akbp,
",",O
mustari,
",",O
aksinya,
",",O
november,
",",O
2021,
",",O
desember,
",",O
januari,
",",O
2022,
",",O
februari,
",",O
2022,
",",O
tanggal,
",",O
25,
",",O
februari,
",",O
2022,
",",O
2000,
",",O
wita,
",",O
agoeng,
",",O
agoeng,
",",O
membeberkan,
",",O
pengakuan,
",",O
korban,
",",O
akbp,
",",O
mustari,
",",O
kerap,
",",O
uang,
",",O
memperkosa,
",",O
korban,
",",O
akbp,
",",O
mustari,
",",O
terdakwa,
",",O
pemerkosaan,
",",O
remaja,
",",O
putri,
",",O
kabupaten,
",",O
gowa,
",",O
berharap,
",",O
hakim,
",",O
menjatuhkan,
",",O
vonis,
",",O
bebas,
",",O
perwira,
",",O
menengah,
",",O
pamen,
",",O
