token_0,BIO_tag_0
 ,O
korban,o
 ,O
memiliki,o
 ,O
korban,o
 ,O
melepaskan,o
 ,O
perhiasan,o
 ,O
emas,o
 ,O
miliknya,o
 ,O
berwudhu,o
 ,O
tangan,o
 ,O
haji,o
 ,O
gadungan,o
 ,O
polisi,o
 ,O
menyita,o
 ,O
barang,o
 ,O
bukti,o
 ,O
sepasang,o
 ,O
anting,o
 ,O
cincin,o
 ,O
emas,o
 ,O
kalung,o
 ,O
polisi,o
 ,O
menyita,o
 ,O
barang,o
 ,O
bukti,o
 ,O
sepeda,o
 ,O
motor,o
 ,O
delapan,o
 ,O
unit,o
 ,O
handphone,o
 ,O
ketua,o
 ,O
pn,o
 ,O
bengkulu,o
 ,O
jon,b-nama
 ,O
sarman,b-nama
 ,O
saragih,b-nama
 ,O
perkara,o
 ,O
pengadilan,o
 ,O
negeri,o
 ,O
januari,o
 ,O
maret,o
 ,O
2022,o
 ,O
135,o
 ,O
perkara,o
 ,O
rinciannya,o
 ,O
112,o
 ,O
perkara,o
 ,O
pidana,o
 ,O
pidum,o
 ,O
21,o
 ,O
perkara,o
 ,O
tindak,o
 ,O
pidana,o
 ,O
korupsi,o
 ,O
perselisihan,o
 ,O
hubungan,o
 ,O
industrial,o
 ,O
phi,o
 ,O
perkara,o
 ,O
sdangkan,o
 ,O
65,o
 ,O
perkara,o
 ,O
narkotika,o
 ,O
disusul,o
 ,O
20,o
 ,O
perkara,o
 ,O
asusila,o
 ,O
pencabulan,o
 ,O
pemerkosaan,o
 ,O
prihatin,o
 ,O
pengadilan,o
 ,O
negeri,o
 ,O
bengkulu,o
 ,O
perkara,o
 ,O
narkotika,o
 ,O
asusila,o
 ,O
jon,o
 ,O
barubaru,o
 ,O
terdakwa,o
 ,O
asusila,o
 ,O
dewasa,o
 ,O
mahasiswa,o
 ,O
menyeret,o
 ,O
orangtua,o
 ,O
terdakwa,o
 ,O
mirisnya,o
 ,O
16,o
 ,O
perkara,o
 ,O
asusila,o
 ,O
menyeret,o
 ,O
anak,o
 ,O
umur,o
 ,O
terdakwa,o
 ,O
tingginya,o
 ,O
narkotika,o
 ,O
asusila,o
 ,O
bengkulu,o
 ,O
perhatian,o
 ,O
keluarga,o
 ,O
lingkungan,o
 ,O
masyarakat,o
 ,O
pemerintah,o
 ,O
perbuatan,o
 ,O
asusila,o
 ,O
kurangnya,o
 ,O
pengawasan,o
 ,O
orangtua,o
 ,O
keluarga,o
 ,O
kondisi,o
 ,O
dihindari,o
 ,O
kegiatan,o
 ,O
positif,o
 ,O
pengawasan,o
 ,O
pengawasan,o
 ,O
orangtua,o
 ,O
wanita,o
 ,O
labuhanbatu,o
 ,O
utara,o
 ,O
labura,o
 ,O
sumatera,o
 ,O
utara,o
 ,O
berinisial,o
 ,O
23,o
 ,O
korban,o
 ,O
peristiwa,o
 ,O
jalan,o
 ,O
perkebunan,o
 ,O
sei,o
 ,O
balai,o
 ,O
asahan,o
 ,O
jumat,o
 ,O
26,o
 ,O
november,o
 ,O
2021,o
 ,O
pelaku,o
 ,O
berinisial,o
 ,O
skt,o
 ,O
24,o
 ,O
ditangkap,o
 ,O
kapolres,o
 ,O
kasubag,o
 ,O
humas,o
 ,O
informasi,o
 ,O
pekerjaan,o
 ,O
ditawarkan,o
 ,O
berangkat,o
 ,O
rumahnya,o
 ,O
bertemu,o
 ,O
skt,o
 ,O
sei,o
 ,O
balai,o
 ,O
asahan,o
 ,O
lokasi,o
 ,O
korban,o
 ,O
menghubungi,o
 ,O
pelaku,o
 ,O
berboncengan,o
 ,O
diajak,o
 ,O
pelaku,o
 ,O
menemaninya,o
 ,O
mengutip,o
 ,O
angsuran,o
 ,O
koperasi,o
 ,O
arah,o
 ,O
perkebunan,o
 ,O
kelapa,o
 ,O
sawit,o
 ,O
charles,o
 ,O
diturunkan,o
 ,O
perkebunan,o
 ,O
sawit,o
 ,O
sepi,o
 ,O
skt,o
 ,O
merampas,o
 ,O
ponsel,o
 ,O
uang,o
 ,O
tunai,o
 ,O
mengancam,o
 ,O
pisau,o
 ,O
skt,o
 ,O
memaksa,o
 ,O
korban,o
 ,O
membuka,o
 ,O
baju,o
 ,O
buka,o
 ,O
bajumu,o
 ,O
awaskan,o
 ,O
pisau,o
 ,O
pelaku,o
 ,O
lengah,o
 ,O
korban,o
 ,O
lari,o
 ,O
pertolongan,o
 ,O
charles,b-nama
 ,O
korban,o
 ,O
melapor,o
 ,O
polres,o
 ,O
asahan,o
 ,O
skt,o
 ,O
ditangkap,o
 ,O
rabu,o
 ,O
112,o
 ,O
skt,o
 ,O
melawan,o
 ,O
ditembak,o
 ,O
polisi,o
 ,O
puluhan,o
 ,O
puluhan,o
 ,O
jurnalis,o
 ,O
tergabung,o
 ,O
wartawan,o
 ,O
banyuwangi,o
 ,O
bersatu,o
 ,O
organisasi,o
 ,O
wartawan,o
 ,O
ikatan,o
 ,O
jurnalis,o
 ,O
televisi,o
 ,O
indonesia,o
 ,O
ijti,o
 ,O
persatuan,o
 ,O
wartawan,o
 ,O
indonesia,o
 ,O
pwi,o
 ,O
aliansi,o
 ,O
jurnalis,o
 ,O
indonesia,o
 ,O
aji,b-nama
 ,O
menggelar,o
 ,O
aksi,o
 ,O
damai,o
 ,O
kantor,o
 ,O
upt,o
 ,O
pmp2kp,o
 ,O
dinas,o
 ,O
kelautan,o
 ,O
perikanan,o
 ,O
provinsi,o
 ,O
jawa,o
 ,O
timur,o
 ,O
jalan,o
 ,O
barong,o
 ,O
banyuwangi,o
 ,O
demo,o
 ,O
membawa,o
 ,O
banner,o
 ,O
berisi,o
 ,O
aspirasi,o
 ,O
jurnalis,o
 ,O
terkait,o
 ,O
aksi,o
 ,O
arogansi,o
 ,O
diduga,o
 ,O
pengawal,o
 ,O
menteri,o
 ,O
kelautan,o
 ,O
perikanan,o
 ,O
bertuliskan,o
 ,O
sopan,o
 ,O
segan,o
 ,O
jurnalis,o
 ,O
dilindungi,o
 ,O
uu,o
 ,O
pers,o
 ,O
stop,o
 ,O
kekerasan,o
 ,O
jurnalis,o
 ,O
koordinator,o
 ,O
demo,o
 ,O
enot,o
 ,O
sugiarto,b-nama
 ,O
aksi,o
 ,O
prihatin,o
 ,O
arogansi,o
 ,O
oknum,o
 ,O
pengawal,o
 ,O
menteri,o
 ,O
kkp,o
 ,O
jelasjelang,o
 ,O
melanggar,o
 ,O
uu,o
 ,O
nomor,o
 ,O
40,o
 ,O
1999,o
 ,O
kebebasan,o
 ,O
pers,o
 ,O
enot,o
 ,O
wartawan,o
 ,O
kamis,o
 ,O
1832021,o
 ,O
aksi,o
 ,O
damai,o
 ,O
wartawan,o
 ,O
mendesak,o
 ,O
diusut,o
 ,O
tuntas,o
 ,O
sesuai,o
 ,O
undangundang,o
 ,O
pers,o
 ,O
mendesak,o
 ,O
presiden,o
 ,O
republik,o
 ,O
indonesia,o
 ,O
menginstruksikan,o
 ,O
jajaran,o
 ,O
kementerian,o
 ,O
bawahannya,o
 ,O
memahami,o
 ,O
kerjakerja,o
 ,O
jurnalistik,o
 ,O
imbuhnya,o
 ,O
ketua,o
 ,O
persatuan,o
 ,O
wartawan,o
 ,O
indonesia,o
 ,O
pwi,o
 ,O
banyuwangi,o
 ,O
syaifudin,b-nama
 ,O
machmud,b-nama
 ,O
tugas,o
 ,O
dilindungi,o
 ,O
undangundang,o
 ,O
presiden,o
 ,O
jokowi,b-nama
 ,O
menginstruksikan,o
 ,O
jajaran,o
 ,O
kementerian,o
 ,O
bawahannya,o
 ,O
memahami,o
 ,O
tugas,o
 ,O
salah,o
 ,O
pegawai,o
 ,O
upt,o
 ,O
upt,o
 ,O
pmp2kp,o
 ,O
dinas,o
 ,O
kelautan,o
 ,O
perikanan,o
 ,O
provinsi,o
 ,O
jawa,o
 ,O
timur,o
 ,O
probo,b-nama
 ,O
menemui,o
 ,O
wartawan,o
 ,O
demo,o
 ,O
berjanji,o
 ,O
aspirasi,o
 ,O
wartawan,o
 ,O
pimpinan,o
 ,O
atasnya,o
 ,O
menangkap,o
 ,O
pelaku,o
 ,O
perampokan,o
 ,O
perempuan,o
 ,O
bernama,o
 ,O
meta,b-nama
 ,O
kumalasari,b-nama
 ,O
pulogadung,o
 ,O
jakarta,o
 ,O
timur,o
 ,O
polisi,o
 ,O
mengungkap,o
 ,O
peristiwa,o
 ,O
perampokan,o
 ,O
selasa,o
 ,O
7122021,o
 ,O
1920,o
 ,O
wib,o
 ,O
pelaku,o
 ,O
memepet,o
 ,O
korban,o
 ,O
dalih,o
 ,O
informasi,o
 ,O
ban,o
 ,O
mobil,o
 ,O
korban,o
 ,O
bocor,o
 ,O
pencurian,o
 ,O
pemberatan,o
 ,O
modus,o
 ,O
seolaholah,o
 ,O
ban,o
 ,O
mobil,o
 ,O
korban,o
 ,O
bocor,o
 ,O
menyampaikannya,o
 ,O
memepet,o
 ,O
kendaraan,o
 ,O
motor,o
 ,O
kabid,o
 ,O
humas,o
 ,O
polda,o
 ,O
metro,o
 ,O
jaya,o
 ,O
kombes,o
 ,O
zulpan,b-nama
 ,O
mapolda,o
 ,O
metro,o
 ,O
jaya,o
 ,O
jakarta,o
 ,O
senin,o
 ,O
27122021,o
 ,O
total,o
 ,O
pelaku,o
 ,O
pelaku,o
 ,O
ditangkap,o
 ,O
berinisial,o
 ,O
31,o
 ,O
aam,b-nama
 ,O
40,o
 ,O
43,o
 ,O
pelaku,o
 ,O
buron,o
 ,O
berinisial,o
 ,O
pelaku,o
 ,O
menjalankan,o
 ,O
peran,o
 ,O
masingmasing,o
 ,O
aksi,o
 ,O
perampokan,o
 ,O
korban,o
 ,O
pelaku,o
 ,O
aam,o
 ,O
mendekati,o
 ,O
mobil,o
 ,O
korban,o
 ,O
memberitahu,o
 ,O
ban,o
 ,O
mobil,o
 ,O
korban,o
 ,O
gembos,o
 ,O
korban,o
 ,O
menepikan,o
 ,O
kendaraannya,o
 ,O
pelaku,o
 ,O
beraksi,o
 ,O
mengalihkan,o
 ,O
perhatian,o
 ,O
korban,o
 ,O
korban,o
 ,O
lengah,o
 ,O
pelaku,o
 ,O
menepikan,o
 ,O
kendaraan,o
 ,O
mengajak,o
 ,O
sindikat,o
 ,O
kejahatan,o
 ,O
internasional,o
 ,O
berusaha,o
 ,O
menyelundupkan,o
 ,O
narkoba,o
 ,O
australia,o
 ,O
mengikatnya,o
 ,O
lambung,o
 ,O
kapal,o
 ,O
kargo,o
 ,O
terdeteksi,o
 ,O
kapal,o
 ,O
pelabuhan,o
 ,O
penyelam,o
 ,O
menjemput,o
 ,O
barang,o
 ,O
selundupan,o
 ,O
modus,o
 ,O
penyelundupan,o
 ,O
tergolong,o
 ,O
nekad,o
 ,O
terkuak,o
 ,O
penyelam,o
 ,O
mengambang,o
 ,O
air,o
 ,O
pelabuhan,o
 ,O
newcastle,o
 ,O
tempat,o
 ,O
kru,o
 ,O
kapal,o
 ,O
argentina,o
 ,O
menurunkan,o
 ,O
barang,o
 ,O
sekeliling,o
 ,O
pria,o
 ,O
dinyatakan,o
 ,O
meninggal,o
 ,O
tempat,o
 ,O
kemasan,o
 ,O
kokain,o
 ,O
bernilai,o
 ,O
puluhan,o
 ,O
juta,o
 ,O
dolar,o
 ,O
diduga,o
 ,O
penyelam,o
 ,O
perjalanan,o
 ,O
mengambil,o
 ,O
kokain,o
 ,O
kapal,o
 ,O
kargo,o
 ,O
bernama,o
 ,O
aretigr,o
 ,O
menemui,o
 ,O
hambatan,o
 ,O
detektif,o
 ,O
harga,o
 ,O
penjualan,o
 ,O
kokain,o
 ,O
sydney,o
 ,O
tertinggi,o
 ,O
dunia,o
 ,O
menjadikannya,o
 ,O
magnet,o
 ,O
pengedar,o
 ,O
narkoba,o
 ,O
internasional,o
 ,O
harga,o
 ,O
eceran,o
 ,O
kokain,o
 ,O
australia,o
 ,O
daya,o
 ,O
tarik,o
 ,O
pengedar,o
 ,O
narkoba,o
 ,O
internasional,o
 ,O
menargetkan,o
 ,O
komunitas,o
 ,O
komandan,o
 ,O
tim,o
 ,O
penyelidik,o
 ,O
kejahatan,o
 ,O
terorganisasi,o
 ,O
inspektur,o
 ,O
detektif,o
 ,O
rob,b-nama
 ,O
critchlow,b-nama
 ,O
operasi,o
 ,O
canggih,o
 ,O
melibatkan,o
 ,O
perpindahan,o
 ,O
komoditas,o
 ,O
dunia,o
 ,O
polisi,o
 ,O
mengidentifikasi,o
 ,O
penyelam,o
 ,O
meninggal,o
 ,O
tempat,o
 ,O
kejadian,o
 ,O
percaya,o
 ,O
perjalanan,o
 ,O
amerika,o
 ,O
selatan,o
 ,O
detektif,o
 ,O
pelabuhanpelabuhan,o
 ,O
mudah,o
 ,O
dijangkau,o
 ,O
sydney,o
 ,O
sasaran,o
 ,O
pengedar,o
 ,O
narkoba,o
 ,O
internasional,o
 ,O
sydney,o
 ,O
pasar,o
 ,O
inspektur,o
 ,O
critchlow,b-nama
 ,O
khawatir,o
 ,O
pelabuhan,o
 ,O
newcastle,o
 ,O
wollongong,o
 ,O
negara,o
 ,O
new,o
 ,O
south,o
 ,O
wales,o
 ,O
kejahatan,o
 ,O
terorganisasi,o
 ,O
mencari,o
 ,O
titik,o
 ,O
lemah,o
 ,O
menargetkan,o
 ,O
pelabuhanpelabuhan,o
 ,O
pelabuhan,o
 ,O
memiliki,o
 ,O
pergerakan,o
 ,O
kapal,o
 ,O
truk,o
 ,O
mudah,o
 ,O
menyembunyikan,o
 ,O
narkoba,o
 ,O
polisi,o
 ,O
menyadari,o
 ,O
oknum,o
 ,O
menghindari,o
 ,O
pemeriksaan,o
 ,O
perbatasan,o
 ,O
menempelkan,o
 ,O
narkoba,o
 ,O
kapal,o
 ,O
operasi,o
 ,O
ironside,o
 ,O
serangan,o
 ,O
internasional,o
 ,O
mencegat,o
 ,O
pesan,o
 ,O
terenkripsi,o
 ,O
geng,o
 ,O
kriminal,o
 ,O
persembunyian,o
 ,O
air,o
 ,O
dunia,o
 ,O
inspektur,o
 ,O
angkatan,o
 ,O
perbatasan,o
 ,O
australia,o
 ,O
tony,b-nama
 ,O
wheatley,o
 ,O
awak,o
 ,O
kapal,o
 ,O
narkotika,o
 ,O
ditempatkan,o
 ,O
lambung,o
 ,O
kapal,o
 ,O
tempat,o
 ,O
lambung,o
 ,O
kapal,o
 ,O
narkoba,o
 ,O
disembunyikan,o
 ,O
pejabat,o
 ,O
pasukan,o
 ,O
perbatasan,o
 ,O
menurunkan,o
 ,O
penyelam,o
 ,O
kapal,o
 ,O
air,o
 ,O
dioperasikan,o
 ,O
jarak,o
 ,O
memeriksa,o
 ,O
kapal,o
 ,O
pelabuhan,o
 ,O
australia,o
 ,O
polisi,o
 ,O
taktik,o
 ,O
dugaan,o
 ,O
newcastle,o
 ,O
kalinya,o
 ,O
sindikat,o
 ,O
mengimpor,o
 ,O
narkoba,o
 ,O
australia,o
 ,O
pekan,o
 ,O
pria,o
 ,O
sydney,o
 ,O
menghadap,o
 ,O
pengadilan,o
 ,O
tuduhan,o
 ,O
bersekongkol,o
 ,O
menyelundupkan,o
 ,O
kokain,o
 ,O
port,o
 ,O
botany,o
 ,O
nsw,o
 ,O
polisi,o
 ,O
federal,o
 ,O
australia,o
 ,O
afp,o
 ,O
menuduh,o
 ,O
orangorang,o
 ,O
sindikat,o
 ,O
kejahatan,o
 ,O
internasional,o
 ,O
mencoba,o
 ,O
membawa,o
 ,O
kokain,o
 ,O
disembunyikan,o
 ,O
ban,o
 ,O
dirantai,o
 ,O
kapal,o
 ,O
kargo,o
 ,O
diduga,o
 ,O
oktober,o
 ,O
2019,o
 ,O
pria,o
 ,O
penyelam,o
 ,O
berpengalaman,o
 ,O
mencoba,o
 ,O
mengambil,o
 ,O
ban,o
 ,O
kapal,o
 ,O
kargo,o
 ,O
berlabuh,o
 ,O
port,o
 ,O
botany,o
 ,O
menjatuhkannya,o
 ,O
dasar,o
 ,O
laut,o
 ,O
ban,o
 ,O
diambil,o
 ,O
penyelam,o
 ,O
polisi,o
 ,O
ditemukan,o
 ,O
kosong,o
 ,O
polisi,o
 ,O
menduga,o
 ,O
narkoba,o
 ,O
terlepas,o
 ,O
perjalanan,o
 ,O
australia,o
 ,O
diduga,o
 ,O
upaya,o
 ,O
mengimpor,o
 ,O
30,o
 ,O
kg,o
 ,O
kokain,o
 ,O
modus,o
 ,O
operandi,o
 ,O
penyelam,o
 ,O
polisi,o
 ,O
menemukan,o
 ,O
ban,o
 ,O
terpasang,o
 ,O
lambung,o
 ,O
kapal,o
 ,O
narkoba,o
 ,O
ditemukan,o
 ,O
selundupan,o
 ,O
diduga,o
 ,O
hilang,o
 ,O
laut,o
 ,O
pria,o
 ,O
sydney,o
 ,O
ketiga,o
 ,O
didakwa,o
 ,O
dugaan,o
 ,O
persekongkolan,o
 ,O
menghadap,o
 ,O
pengadilan,o
 ,O
newcastle,o
 ,O
pemeriksaan,o
 ,O
mayat,o
 ,O
penyelam,o
 ,O
amerika,o
 ,O
selatan,o
 ,O
ditemukan,o
 ,O
tewas,o
 ,O
senin,o
 ,O
pagi,o
 ,O
kemarin,o
 ,O
905,o
 ,O
polisi,o
 ,O
menggeledah,o
 ,O
kapal,o
 ,O
menemukan,o
 ,O
kiriman,o
 ,O
aparat,o
 ,O
penegak,o
 ,O
hukum,o
 ,O
dugaan,o
 ,O
operasi,o
 ,O
penyelundupan,o
 ,O
upaya,o
 ,O
kelompok,o
 ,O
profesional,o
 ,O
terlatih,o
 ,O
mengirim,o
 ,O
narkoba,o
 ,O
kapal,o
 ,O
dunia,o
 ,O
inspektur,o
 ,O
critchlow,o
 ,O
persis,o
 ,O
lakukan,o
 ,O
indonesia,o
 ,O
berhasil,o
 ,O
penyitaan,o
 ,O
kokain,o
 ,O
terbesar,o
 ,O
tni,o
 ,O
angkatan,o
 ,O
laut,o
 ,O
menemukan,o
 ,O
kemasan,o
 ,O
plastik,o
 ,O
narkoba,o
 ,O
mengambang,o
 ,O
laut,o
 ,O
keterangan,o
 ,O
laksamana,o
 ,O
madya,b-nama
 ,O
ahmadi,b-nama
 ,O
heri,b-nama
 ,O
purwono,b-nama
 ,O
konferensi,o
 ,O
persempat,o
 ,O
bungkus,o
 ,O
plastik,o
 ,O
hitam,o
 ,O
berisi,o
 ,O
179,o
 ,O
kilogram,o
 ,O
kokain,o
 ,O
senilai,o
 ,O
12,o
 ,O
triliun,o
 ,O
rupiah,o
 ,O
1186,o
 ,O
juta,o
 ,O
ditemukan,o
 ,O
mengambang,o
 ,O
pelabuhan,o
 ,O
merak,o
 ,O
jawa,o
 ,O
minggu,o
 ,O
805,o
 ,O
laksamana,o
 ,O
madya,o
 ,O
penyelundupan,o
 ,O
narkoba,o
 ,O
melemparkan,o
 ,O
paket,o
 ,O
pelampung,o
 ,O
laut,o
 ,O
taktik,o
 ,O
menduga,o
 ,O
kuat,o
 ,O
bungkus,o
 ,O
narkoba,o
 ,O
diangkut,o
 ,O
kapal,o
 ,O
pesiar,o
 ,O
diedarkan,o
 ,O
disita,o
 ,O
penyitaan,o
 ,O
kokain,o
 ,O
spektakuler,o
 ,O
nilainya,o
 ,O
dampak,o
 ,O
ditimbulkan,o
 ,O
peredaran,o
 ,O
narkoba,o
 ,O
masyarakat,o
 ,O
laksamana,o
 ,O
madya,b-nama
 ,O
petugas,o
 ,O
paket,o
 ,O
5000,o
 ,O
personel,o
 ,O
tni,o
 ,O
dikerahkan,o
 ,O
mengamankan,o
 ,O
arus,o
 ,O
mudik,o
 ,O
idul,o
 ,O
fitri,o
 ,O
pbb,o
 ,O
indonesia,o
 ,O
pusat,o
 ,O
penyelundupan,o
 ,O
utama,o
 ,O
sindikat,o
 ,O
narkoba,o
 ,O
internasional,o
 ,O
menargetkan,o
 ,O
populasi,o
 ,O
mudanya,o
 ,O
badan,o
 ,O
narkotika,o
 ,O
nasional,o
 ,O
indonesia,o
 ,O
56,o
 ,O
juta,o
 ,O
pengguna,o
 ,O
narkoba,o
 ,O
indonesia,o
 ,O
150,o
 ,O
terpidana,o
 ,O
mati,o
 ,O
indonesia,o
 ,O
dihukum,o
 ,O
kejahatan,o
 ,O
narkoba,o
 ,O
sepertiga,o
 ,O
asing,o
 ,O
diproduksi,o
 ,O
natasya,b-nama
 ,O
salim,b-nama
 ,O
penyidik,o
 ,O
memeriksa,o
 ,O
saksi,o
 ,O
mendalami,o
 ,O
penemuan,o
 ,O
mayat,o
 ,O
pria,o
 ,O
tewas,o
 ,O
tergantung,o
 ,O
kasat,o
 ,O
reskrim,o
 ,O
polres,o
 ,O
pinrang,o
 ,O
akp,o
 ,O
muhalis,b-nama
 ,O
ditemui,o
 ,O
saksi,o
 ,O
diperiksa,o
 ,O
korban,o
 ,O
polisi,o
 ,O
menyebut,o
 ,O
menampung,o
 ,O
korban,o
 ,O
rekan,o
 ,O
berjualannya,o
 ,O
teman,o
 ,O
korban,o
 ,O
tetangga,o
 ,O
penjual,o
 ,O
lokasi,o
 ,O
korban,o
 ,O
menjual,o
 ,O
muhalis,b-nama
 ,O
pemeriksaan,o
 ,O
saksi,o
 ,O
mendalami,o
 ,O
temuan,o
 ,O
mayat,o
 ,O
kondisi,o
 ,O
tangan,o
 ,O
terikat,o
 ,O
posisi,o
 ,O
kaki,o
 ,O
korban,o
 ,O
menyentuh,o
 ,O
tanah,o
 ,O
bunuh,o
 ,O
indikasi,o
 ,O
dibunuh,o
 ,O
selidiki,o
 ,O
memeriksa,o
 ,O
saksi,o
 ,O
petunjukpetunjuk,o
 ,O
bebernya,o
 ,O
muhalis,b-nama
 ,O
mengaku,o
 ,O
enggan,o
 ,O
berspekulasi,o
 ,O
temuan,o
 ,O
mayat,o
 ,O
aksi,o
 ,O
massa,o
 ,O
pengrusakan,o
 ,O
lapak,o
 ,O
pedagang,o
 ,O
diduga,o
 ,O
pembunuh,o
 ,O
korban,o
 ,O
dalami,o
 ,O
dugaan,o
 ,O
penemuan,o
 ,O
mayat,o
 ,O
penemuan,o
